source,subsource,Unit_Total_Cost,ItemNumber,dprocessedon,Total
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-450","28/03/2022 15:15:23","1"
"AMAZON FBA","Amazon DE","13.99","BIA-S925-CHAIN-010-080-200","17/03/2022 03:13:48","1"
"AMAZON FBA","Amazon FR","19.99","BIA-S925-CHAIN-031-230-600","29/03/2022 10:14:30","1"
"AMAZON FBA","Transter AMA US","13.87","S925-BC-5940-EAR-3H","12/03/2022 05:21:47","1"
"AMAZON FBA","Amazon DE","30.24","S925-BC-4016-PIN-3H","23/03/2022 12:45:00","1"
"AMAZON FBA","Amazon ES","19.99","BIA-S925-CHAIN-031-230-600","26/03/2022 01:18:01","1"
"AMAZON FBA","Transter AMA AU","10.99","BIA-S925-CHAIN-001-030-450","07/03/2022 03:20:19","1"
"AMAZON FBA","Amazon FR","18.99","BIA-ROSE-CHAIN-019-110-250","14/03/2022 08:45:18","1"
"AMAZON FBA","Amazon ES","11.99","BIA-S925-CHAIN-001-035-500","06/03/2022 16:19:30","1"
"AMAZON FBA","Amazon UK","14.99","S925-WHI-RIN-GEM-001-L","11/03/2022 00:06:54","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-001-030-450","09/03/2022 23:40:37","1"
"AMAZON FBA","Transter AMA CA","19.09","BIA-S925-HOOP-HIN-010","07/03/2022 00:04:35","1"
"AMAZON FBA","Transter AMA CA","19.52","BIA-S925-CHAIN-001-035-500","27/03/2022 09:57:20","1"
"AMAZON FBA","Transter AMA AU","10.99","BIA-S925-HOOP-HIN-010","21/03/2022 16:50:19","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-HOOP-HIN-010","04/03/2022 01:31:43","1"
"AMAZON FBA","Amazon DE","18.99","BIA-S925-CHAIN-031-230-600","15/03/2022 01:48:35","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-450","07/03/2022 19:17:09","1"
"AMAZON FBA","Amazon IT","15.99","BIA-ROSE-CHAIN-015-120-450","01/03/2022 18:23:44","1"
"AMAZON FBA","Amazon ES","13.99","S925-WHI-EAR-STUD-PERL-001-9to10","03/03/2022 04:09:57","1"
"AMAZON FBA","Transter AMA CA","31.84","BIA-GP-CHAIN-008-030-700","18/03/2022 03:19:35","1"
"AMAZON FBA","Transter AMA CA","19.09","BIA-S925-HOOP-HIN-010","08/03/2022 06:49:53","1"
"AMAZON FBA","Transter AMA AU","10.99","BIA-S925-CHAIN-001-030-450","19/03/2022 16:21:28","1"
"AMAZON FBA","Amazon UK","11.99","S925-BLA-NEC-CHA-006-010-500","23/03/2022 21:19:51","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-HOOP-HIN-010","25/03/2022 03:22:11","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-001-040-500","01/03/2022 02:55:07","1"
"AMAZON FBA","Amazon DE","10.99","BIA-S925-CHAIN-001-035-450","23/03/2022 15:46:27","1"
"AMAZON FBA","Amazon IT","14.99","BIA-S925-CHAIN-020-200-180","10/03/2022 21:04:54","1"
"AMAZON FBA","Amazon FR","16.99","BIA-ROSE-CHAIN-001-035-700","12/03/2022 01:27:46","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-CHAIN-001-035-500","07/03/2022 00:25:55","1"
"AMAZON FBA","Amazon FR","10.07","BIA-S925-CHAIN-001-030-450","22/03/2022 11:59:03","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-001-040-500","18/03/2022 23:14:04","1"
"AMAZON FBA","Amazon IT","26.99","GS-S925-HOOP-045","04/03/2022 10:09:14","1"
"AMAZON FBA","Amazon UK","11.99","S925-WHI-EAR-HOOP-009-020","05/03/2022 17:32:30","1"
"AMAZON FBA","Amazon ES","12.19","BIA-S925-HOOP-001","12/03/2022 13:50:27","1"
"AMAZON FBA","Amazon FR","14.99","BIA-S925-CHAIN-015-120-700","08/03/2022 02:15:23","1"
"AMAZON FBA","Transter AMA US","20.75","BIA-S925-CHAIN-020-200-500","31/03/2022 19:23:25","1"
"AMAZON FBA","Amazon IT","29.99","BIA-S925-HOOP-005","18/03/2022 20:57:42","1"
"AMAZON FBA","Amazon UK","20.99","BIA-S925-CHAIN-043-200-550","25/03/2022 01:16:13","1"
"AMAZON","Transter AMA CA","20.93","S925-WHI-EAR-STUD-PERL-001-7to8","03/03/2022 14:42:05","1"
"AMAZON FBA","Amazon DE","56.99","BIA-GP-CHAIN-060-150-650","22/03/2022 04:17:37","1"
"AMAZON FBA","Amazon UK","12.99","BIA-S925-CHAIN-024-190-180","10/03/2022 15:54:07","1"
"AMAZON FBA","Transter AMA CA","22.48","BIA-S925-CHAIN-001-040-450","03/03/2022 04:17:57","1"
"AMAZON FBA","Amazon FR","14.99","BIA-ROSE-CHAIN-020-200-180","08/03/2022 15:22:40","1"
"AMAZON FBA","Amazon UK","20.99","BIA-S925-CHAIN-043-200-550","22/03/2022 19:16:17","1"
"AMAZON FBA","Amazon UK","17.99","BIA-S925-CHAIN-043-200-450","03/03/2022 22:49:35","1"
"AMAZON FBA","Transter AMA CA","19.99","BIA-S925-CHAIN-001-030-500","08/03/2022 08:18:42","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-001","21/03/2022 04:55:09","1"
"AMAZON FBA","Amazon UK","19.99","MS-S925-LOC-001","26/03/2022 21:01:15","1"
"AMAZON FBA","Amazon UK","8.99","S925-WHI-EAR-CUFF-005","14/03/2022 13:36:36","1"
"AMAZON FBA","Transter AMA US","22.61","BIA-S925-HOOP-004","07/03/2022 05:01:03","1"
"AMAZON FBA","Amazon UK","17.99","BIA-S925-CHAIN-043-200-450","16/03/2022 01:15:32","1"
"AMAZON FBA","Amazon FR","23.99","BIA-S925-HOOP-004","04/03/2022 15:51:10","1"
"AMAZON FBA","Transter AMA US","17.28","BIA-S925-CHAIN-024-140-500","03/03/2022 07:32:33","1"
"AMAZON FBA","Transter AMA CA","21.12","BIA-S925-HOOP-001","18/03/2022 05:59:08","1"
"AMAZON FBA","Amazon ES","22.99","PAV-S925-HOOP-BALI-004-030","16/03/2022 07:47:07","1"
"AMAZON FBA","Transter AMA US","12.16","BIA-S925-HOOP-001","13/03/2022 05:42:20","1"
"AMAZON FBA","Amazon DE","13.99","BIA-S925-CHAIN-008-035-450","11/03/2022 16:21:39","1"
"AMAZON FBA","Amazon IT","26.45","S925-WHI-NEC-CHA-028-030-450","30/03/2022 22:09:13","1"
"AMAZON FBA","Transter AMA CA","24.94","S925-WHI-EAR-HOOP-009-020","14/03/2022 15:20:41","1"
"AMAZON FBA","Amazon FR","13.99","BIA-S925-CHAIN-004-040-500","08/03/2022 21:00:43","1"
"AMAZON FBA","Amazon IT","15.99","S925-WHI-EAR-STUD-PERL-002-9to10","29/03/2022 19:39:52","1"
"AMAZON FBA","Amazon UK","15.99","BIA-S925-CHAIN-005-060-200","03/03/2022 21:22:43","1"
"AMAZON FBA","Amazon ES","11.99","S925-WHI-EAR-STUD-PERL-001-7to8","29/03/2022 21:47:18","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-500","07/03/2022 13:58:49","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-041-220-190","19/03/2022 22:31:31","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-500","07/03/2022 21:07:49","1"
"AMAZON FBA","Amazon ES","12.99","BIA-S925-CHAIN-001-040-450","21/03/2022 12:24:09","1"
"AMAZON FBA","Transter AMA US","19.92","BIA-S925-CHAIN-020-200-450","23/03/2022 14:33:14","1"
"AMAZON FBA","Amazon UK","14.99","BIA-S925-CHAIN-031-230-500","23/03/2022 16:21:54","1"
"AMAZON","Transter AMA US","31.49","BIA-S925-CHAIN-012-200-450","14/03/2022 14:30:51","1"
"AMAZON FBA","Amazon UK","16.99","BIA-GP-CHAIN-024-140-450","11/03/2022 23:19:34","1"
"AMAZON FBA","Amazon DE","16.99","BIA-GP-CHAIN-012-100-600","14/03/2022 21:00:13","1"
"AMAZON","Amazon UK","20.99","BIA-S925-CHAIN-043-200-550","04/03/2022 14:34:02","1"
"AMAZON FBA","Transter AMA CA","21.12","BIA-S925-HOOP-001","03/03/2022 08:34:17","1"
"AMAZON FBA","Amazon UK","14.99","S925-BC-4107-PIN-3H","14/03/2022 12:22:09","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-500","07/03/2022 08:14:24","1"
"AMAZON FBA","Transter AMA US","19.51","BIA-S925-CHAIN-020-200-450","08/03/2022 07:30:16","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-500","16/03/2022 17:08:37","1"
"AMAZON FBA","Transter AMA AU","16.99","S925-BC-1764-PEN-3H","19/03/2022 05:25:32","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-008-035-450","27/03/2022 19:57:41","1"
"AMAZON FBA","Amazon ES","12.99","S925-WHI-PEN-CROS-002","03/03/2022 17:25:09","1"
"AMAZON","Transter AMA CA","24.74","S925-WHI-EAR-STUD-PERL-002-9to10","10/03/2022 14:49:40","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-001-030-500","28/03/2022 18:49:00","1"
"AMAZON FBA","Amazon DE","9.99","BIA-S925-CHAIN-001-035-360","14/03/2022 21:55:01","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-035-360","07/03/2022 21:56:41","1"
"AMAZON FBA","Amazon UK","18.99","BIA-S925-CHAIN-025-170-600","21/03/2022 23:27:44","1"
"AMAZON FBA","Transter AMA US","12.98","BIA-S925-CHAIN-041-220-190","18/03/2022 02:45:59","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-001","05/03/2022 13:16:25","1"
"AMAZON FBA","Amazon FR","14.99","S925-WHI-EAR-HOOP-009-020","29/03/2022 01:05:34","1"
"AMAZON FBA","Amazon DE","16.99","BIA-S925-CHAIN-031-230-500","19/03/2022 18:00:12","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-CHAIN-022-150-190","03/03/2022 03:54:44","1"
"AMAZON FBA","Transter AMA AU","12.99","BIA-S925-HOOP-001","02/03/2022 05:36:47","1"
"AMAZON FBA","Transter AMA CA","26.09","BIA-ROSE-CHAIN-008-030-500","13/03/2022 03:53:07","1"
"AMAZON FBA","Amazon UK","17.99","BIA-ROSE-CHAIN-024-140-500","01/03/2022 19:16:10","1"
"AMAZON FBA","Amazon ES","17.99","BIA-S925-HOOP-003","23/03/2022 23:18:27","1"
"AMAZON FBA","Amazon ES","14.99","BIA-S925-HOOP-HIN-020","24/03/2022 10:09:19","1"
"AMAZON FBA","Amazon IT","19.99","BIA-S925-CHAIN-005-060-190","06/03/2022 17:09:10","1"
"AMAZON FBA","Amazon IT","18.99","BIA-S925-HOOP-003","22/03/2022 00:31:04","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-600","03/03/2022 21:16:50","1"
"AMAZON FBA","Amazon ES","45.99","BIA-GP-CHAIN-060-200","07/03/2022 21:33:14","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-600","01/03/2022 21:12:32","1"
"AMAZON FBA","Amazon UK","13.99","BIA-S925-CHAIN-024-190-200","11/03/2022 14:20:03","1"
"AMAZON FBA","Amazon FR","21.99","BIA-S925-CHAIN-029-500-190","04/03/2022 14:27:03","1"
"AMAZON FBA","Amazon UK","11.99","S925-WHI-EAR-STUD-018","16/03/2022 21:02:10","1"
"AMAZON FBA","Amazon ES","13.99","S925-WHI-PEN-STAR-001","15/03/2022 13:27:31","1"
"AMAZON FBA","Amazon ES","15.99","BIA-S925-CHAIN-052-040-500","19/03/2022 14:58:55","1"
"AMAZON FBA","Amazon DE","25.99","BIA-S925-CHAIN-016-350-450","22/03/2022 22:12:54","1"
"AMAZON FBA","Amazon FR","74.99","S925-WHI-NEC-CHA-025-077-550","03/03/2022 14:43:55","1"
"AMAZON FBA","Transter AMA US","13.03","BIA-ROSE-CHAIN-001-035-450","03/03/2022 23:03:34","1"
"AMAZON FBA","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","11/03/2022 03:58:20","1"
"AMAZON FBA","Amazon ES","15.99","BIA-S925-CHAIN-024-190-200","18/03/2022 13:51:52","1"
"AMAZON FBA","Transter AMA CA","22.18","BIA-S925-CHAIN-015-120-450","19/03/2022 06:14:19","1"
"AMAZON FBA","Amazon FR","12.99","BIA-S925-CHAIN-004-040-450","23/03/2022 19:25:33","1"
"AMAZON","Amazon UK","11.99","BIA-S925-CHAIN-006-035-500","22/03/2022 14:45:39","1"
"AMAZON FBA","Transter AMA US","13.77","BIA-ROSE-CHAIN-001-035-500","19/03/2022 17:09:40","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-CHAIN-049-020-450","22/03/2022 21:22:15","1"
"AMAZON FBA","Amazon ES","14.99","BIA-S925-HOOP-002","26/03/2022 05:11:37","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-052-040-200","04/03/2022 04:10:04","1"
"AMAZON FBA","Amazon IT","15.99","BIA-GP-CHAIN-001-040-250","25/03/2022 20:21:31","1"
"AMAZON FBA","Amazon FR","16.12","BIA-S925-HOOP-HIN-020","21/03/2022 19:25:45","1"
"AMAZON","Amazon DE","9.99","BIA-S925-CHAIN-052-040-200","08/03/2022 14:30:25","1"
"AMAZON FBA","Transter AMA AU","14.99","BIA-GP-CHAIN-001-040-250","22/03/2022 01:41:25","1"
"AMAZON FBA","Transter AMA US","31.79","BIA-S925-CHAIN-029-500-450","15/03/2022 12:43:50","1"
"AMAZON FBA","Transter AMA CA","28.44","S925-WHI-RIN-GEM-001-S","22/03/2022 12:22:21","1"
"AMAZON FBA","Amazon IT","13.99","S925-WHI-RIN-TOE-005","08/03/2022 23:28:25","1"
"AMAZON FBA","Amazon DE","25.99","BIA-S925-CHAIN-016-350-450","20/03/2022 23:28:29","1"
"AMAZON FBA","Transter AMA CA","26.32","BIA-S925-HOOP-HIN-020","15/03/2022 17:57:04","1"
"AMAZON FBA","Transter AMA US","28.12","BIA-S925-CHAIN-013-075-190","22/03/2022 10:16:02","1"
"AMAZON FBA","Amazon UK","10.99","BIA-GP-CHAIN-001-035-450","03/03/2022 22:44:48","1"
"AMAZON FBA","Amazon FR","29.99","TIE-S925-BRA-028","09/03/2022 22:58:46","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-052-040-200","08/03/2022 16:20:40","1"
"AMAZON FBA","Amazon UK","24.16","S925-WHI-COM-EAR-007","14/03/2022 14:52:11","1"
"AMAZON FBA","Amazon ES","22.99","S925-YEL-EAR-STUD-039","10/03/2022 20:40:43","1"
"AMAZON FBA","Amazon DE","13.21","BIA-S925-CHAIN-041-220-200","31/03/2022 23:47:03","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-008-035-360","03/03/2022 01:14:51","1"
"AMAZON FBA","Transter AMA US","17.61","BIA-S925-HOOP-003","17/03/2022 03:25:41","1"
"AMAZON FBA","Amazon UK","10.99","BIA-ROSE-CHAIN-001-035-450","15/03/2022 23:48:54","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-190","21/03/2022 23:52:17","1"
"AMAZON FBA","Amazon DE","19.99","BIA-ROSE-CHAIN-031-230-500","04/03/2022 22:19:33","1"
"AMAZON FBA","Amazon DE","34.99","S925-WHI-NEC-CHA-029-036-400","31/03/2022 07:21:22","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-CHAIN-022-150-180","23/03/2022 20:52:20","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-190","16/03/2022 18:17:02","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","01/03/2022 17:11:31","1"
"AMAZON FBA","Transter AMA AU","17.77","BIA-S925-HOOP-HIN-020","11/03/2022 05:27:42","1"
"AMAZON FBA","Transter AMA US","13.9","S925-BC-0396-PEN-3H","23/03/2022 20:09:21","1"
"AMAZON FBA","Amazon DE","11.99","BIA-S925-CHAIN-015-120-450","04/03/2022 14:12:33","1"
"AMAZON FBA","Transter AMA US","18.26","BIA-S925-CHAIN-051-250-450","07/03/2022 10:54:57","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-600","22/03/2022 17:09:07","1"
"AMAZON FBA","Amazon DE","12.99","BIA-S925-CHAIN-006-035-450","16/03/2022 02:27:49","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-001-030-600","23/03/2022 19:34:25","1"
"AMAZON FBA","Amazon FR","11.99","BIA-S925-CHAIN-019-110-180","21/03/2022 11:05:48","1"
"AMAZON FBA","Amazon UK","9.99","S925-WHI-EAR-STUD-PERL-002-6to7","23/03/2022 21:30:46","2"
"AMAZON FBA","Amazon DE","12.99","BIA-ROSE-CHAIN-001-035-450","15/03/2022 19:52:37","1"
"AMAZON FBA","Amazon DE","20.99","BIA-ROSE-CHAIN-024-140-500","08/03/2022 02:21:01","1"
"AMAZON","Amazon ES","12.99","BIA-S925-CHAIN-049-020-500","15/03/2022 14:38:22","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-CHAIN-049-020-500","31/03/2022 03:19:29","1"
"AMAZON FBA","Amazon ES","12.99","BIA-S925-CHAIN-049-020-500","22/03/2022 08:04:02","1"
"EBAY","EBAY1","6.99","BIA-S925-CHAIN-031-230-180","18/03/2022 14:45:11","1"
"AMAZON FBA","Transter AMA CA","20.34","BIA-S925-CHAIN-001-030-500","03/03/2022 10:31:32","1"
"AMAZON FBA","Amazon ES","22.99","BIA-S925-CHAIN-029-500-COL-190","23/03/2022 02:41:54","1"
"AMAZON FBA","Amazon FR","13.99","BIA-S925-CHAIN-015-120-500","01/03/2022 11:48:38","1"
"AMAZON FBA","Transter AMA CA","69.37","S925-WHI-NEC-CHA-025-055-500","14/03/2022 19:59:09","1"
"AMAZON FBA","Amazon UK","17.99","BIA-S925-CHAIN-043-200-450","20/03/2022 00:46:26","1"
"AMAZON FBA","Amazon DE","32.99","BIA-S925-CHAIN-012-200-450","01/03/2022 03:21:49","1"
"AMAZON FBA","Amazon IT","22.99","BIA-S925-CHAIN-029-500-COL-190","22/03/2022 02:29:41","1"
"AMAZON FBA","Amazon IT","29.99","BIA-S925-HOOP-005","31/03/2022 21:38:51","1"
"AMAZON FBA","Amazon DE","14.99","BIA-ROSE-CHAIN-008-030-500","22/03/2022 01:27:15","1"
"AMAZON FBA","Amazon UK","10.99","S925-BC-0396-PEN-6G","16/03/2022 22:48:40","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-500","04/03/2022 21:30:44","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-500","21/03/2022 14:36:02","1"
"AMAZON FBA","Transter AMA US","11.97","BIA-S925-HOOP-001","01/03/2022 15:57:46","1"
"AMAZON FBA","Amazon UK","9.99","S925-WHI-PEN-CROS-001","10/03/2022 21:19:45","1"
"AMAZON FBA","Amazon IT","18.99","BIA-S925-CHAIN-052-040-600","08/03/2022 02:27:19","1"
"AMAZON FBA","Amazon DE","18.99","GS-S925-CHAIN-SLI-003-019","08/03/2022 09:25:11","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-500","07/03/2022 23:16:25","1"
"AMAZON FBA","Transter AMA CA","18.57","BIA-S925-CHAIN-001-030-500","04/03/2022 18:45:59","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-004-040-500","28/03/2022 19:58:56","1"
"AMAZON FBA","Amazon DE","10.07","BIA-S925-CHAIN-001-035-360","20/03/2022 02:29:07","1"
"AMAZON FBA","Amazon FR","9.99","BIA-S925-CHAIN-001-030-500","06/03/2022 23:41:33","1"
"AMAZON FBA","Transter AMA US","20.94","BIA-S925-CHAIN-020-200-500","13/03/2022 18:11:54","1"
"AMAZON FBA","Transter AMA CA","21.12","S925-WHI-EAR-STUD-PERL-002-7to8","18/03/2022 08:49:27","1"
"AMAZON FBA","Transter AMA CA","26.76","S925-BC-1764-PEN-3H","21/03/2022 12:54:33","1"
"AMAZON FBA","Amazon UK","10.99","S925-YEL-EAR-STUD-PERL-001-7to8","21/03/2022 16:21:09","1"
"AMAZON FBA","Amazon UK","11.99","MS-S925-TOE-002","04/03/2022 03:52:32","1"
"AMAZON FBA","Amazon IT","24.99","BIA-S925-HOOP-004","15/03/2022 18:59:09","1"
"AMAZON FBA","Transter AMA CA","20.93","BIA-S925-HOOP-001","30/03/2022 14:55:08","1"
"AMAZON FBA","Amazon DE","22.99","S925-YEL-EAR-STUD-043","14/03/2022 07:57:38","1"
"AMAZON FBA","Amazon DE","23.99","BIA-S925-CHAIN-043-200-550","18/03/2022 16:05:01","1"
"AMAZON FBA","Transter AMA US","22.67","BIA-S925-HOOP-004","04/03/2022 05:26:00","1"
"AMAZON FBA","Amazon UK","12.99","S925-BC-1764-PEN-3H","04/03/2022 13:18:31","1"
"AMAZON FBA","Amazon UK","14.99","S925-BC-4107-PIN-3H","04/03/2022 20:36:27","1"
"AMAZON FBA","Amazon ES","13.99","S925-WHI-EAR-STUD-PERL-002-9to10","03/03/2022 23:12:50","1"
"AMAZON FBA","Amazon DE","14.99","BIA-S925-CHAIN-024-190-180","16/03/2022 19:45:56","1"
"AMAZON","Amazon ES","15.99","S925-BC-1764-PEN-3H","29/03/2022 13:35:16","1"
"AMAZON FBA","Amazon FR","15.99","BIA-S925-CHAIN-024-190-180","01/03/2022 02:02:50","1"
"AMAZON FBA","Transter AMA US","22.51","BIA-S925-HOOP-004","21/03/2022 16:29:48","1"
"AMAZON FBA","Amazon IT","21.99","S925-WHI-EAR-DROP-017","21/03/2022 22:25:27","1"
"AMAZON FBA","Transter AMA CA","19.42","BIA-S925-CHAIN-001-035-360","15/03/2022 14:19:21","1"
"AMAZON FBA","Amazon IT","15.99","MS-S925-TOE-002","08/03/2022 02:23:59","1"
"AMAZON FBA","Transter AMA CA","65.3","S925-WHI-NEC-CHA-024-047-500","07/03/2022 03:50:48","1"
"AMAZON FBA","Amazon DE","14.99","PAV-S925-EAR-BALL-002-030to050","14/03/2022 01:32:40","1"
"AMAZON FBA","Amazon UK","17.99","BIA-S925-CHAIN-043-200-450","17/03/2022 21:01:07","1"
"AMAZON FBA","Amazon UK","12.99","BIA-GP-CHAIN-004-040-600","28/03/2022 18:48:25","1"
"AMAZON FBA","Transter AMA US","12.05","BIA-S925-HOOP-001","28/03/2022 03:50:05","1"
"AMAZON FBA","Amazon DE","15.99","BIA-S925-CHAIN-031-230-450","27/03/2022 19:50:31","1"
"AMAZON FBA","Amazon DE","17.99","S925-WHI-RIN-GEM-001-K","23/03/2022 22:28:11","1"
"AMAZON FBA","Transter AMA US","20.75","BIA-S925-CHAIN-020-200-500","09/03/2022 05:02:56","1"
"AMAZON FBA","Amazon DE","16.99","BIA-S925-CHAIN-031-230-500","20/03/2022 22:25:16","1"
"AMAZON FBA","Amazon UK","13.99","BIA-S925-CHAIN-024-140-450","04/03/2022 20:17:16","1"
"AMAZON FBA","Amazon DE","16.99","S925-WHI-PEN-LET-001-J","31/03/2022 21:10:31","1"
"AMAZON FBA","Transter AMA US","20.6","BIA-S925-CHAIN-020-200-500","22/03/2022 07:50:14","1"
"AMAZON FBA","Transter AMA US","19.83","BIA-S925-CHAIN-020-200-450","18/03/2022 14:32:15","2"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-001-030-500","06/03/2022 22:24:10","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-001-030-500","13/03/2022 13:16:27","1"
"AMAZON FBA","Transter AMA CA","60.68","S925-WHI-NEC-CHA-024-047-500","11/03/2022 14:15:17","1"
"AMAZON FBA","Amazon UK","11.99","BIA-ROSE-CHAIN-020-200-180","29/03/2022 01:41:23","1"
"AMAZON FBA","Amazon DE","19.99","S925-WHI-PEN-LET-001-E","03/03/2022 17:48:32","1"
"AMAZON","Amazon ES","22.99","BIA-S925-CHAIN-029-500-COL-190","15/03/2022 14:38:21","1"
"AMAZON","Transter AMA US","21.19","S925-WHI-BRA-CHA-040-200","17/03/2022 14:46:59","1"
"AMAZON FBA","Amazon ES","49.99","BIA-S925-CHAIN-055-230-500","17/03/2022 16:33:15","1"
"AMAZON FBA","Transter AMA AU","12.99","S925-WHI-PEN-CROS-001","13/03/2022 03:06:30","1"
"AMAZON FBA","Amazon IT","21.99","S925-WHI-EAR-HOOP-011-025","13/03/2022 22:34:21","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-001","20/03/2022 20:23:50","1"
"AMAZON FBA","Amazon DE","10.07","BIA-S925-CHAIN-001-035-360","10/03/2022 01:00:07","1"
"AMAZON FBA","Transter AMA US","19.69","BIA-S925-CHAIN-020-200-450","07/03/2022 17:22:56","1"
"AMAZON FBA","Amazon UK","12.99","S925-BC-1764-PEN-3H","08/03/2022 23:34:43","1"
"AMAZON FBA","Amazon ES","23.99","BIA-S925-HOOP-004","10/03/2022 00:10:09","1"
"AMAZON FBA","Amazon UK","15.99","GS-S925-CHAIN-SLI-003-019","01/03/2022 03:58:54","1"
"AMAZON FBA","Amazon UK","9.99","S925-WHI-EAR-STUD-PERL-001-7to8","21/03/2022 19:43:47","1"
"AMAZON FBA","Transter AMA US","19.87","BIA-S925-CHAIN-020-200-450","31/03/2022 19:20:29","1"
"AMAZON FBA","Transter AMA US","16.23","BIA-S925-CHAIN-031-230-450","02/03/2022 23:17:21","1"
"AMAZON FBA","Amazon DE","15.99","BIA-S925-CHAIN-031-230-450","17/03/2022 19:57:32","1"
"AMAZON FBA","Transter AMA CA","89.34","BIA-GP-CHAIN-060-150-650","02/03/2022 23:11:07","1"
"AMAZON FBA","Amazon DE","10.07","BIA-S925-CHAIN-001-035-360","16/03/2022 04:18:58","1"
"AMAZON FBA","Amazon FR","10.99","BIA-S925-CHAIN-001-035-360","14/03/2022 15:56:36","2"
"AMAZON FBA","Transter AMA CA","28.55","BIA-S925-CHAIN-024-140-450","02/03/2022 14:24:11","1"
"AMAZON FBA","Amazon ES","10.99","BIA-S925-CHAIN-031-230-180","16/03/2022 11:09:11","1"
"AMAZON FBA","Transter AMA US","12.22","BIA-S925-HOOP-001","04/03/2022 16:20:55","1"
"AMAZON FBA","Amazon UK","13.99","BIA-S925-CHAIN-024-140-450","24/03/2022 04:17:02","1"
"AMAZON FBA","Amazon UK","19.99","BIA-S925-CHAIN-029-500-COL-190","26/03/2022 22:25:14","1"
"AMAZON FBA","Amazon IT","15.99","BIA-GP-CHAIN-007-040-450","17/03/2022 01:26:26","1"
"AMAZON FBA","Amazon DE","14.99","BIA-S925-CHAIN-024-190-180","14/03/2022 08:35:12","1"
"AMAZON FBA","Amazon FR","15.99","BIA-S925-CHAIN-024-190-180","19/03/2022 18:22:26","1"
"AMAZON FBA","Amazon IT","13.99","BIA-S925-HOOP-001","31/03/2022 14:47:21","1"
"AMAZON FBA","Amazon IT","21.99","BIA-GP-CHAIN-045-140-250","13/03/2022 18:03:40","1"
"AMAZON FBA","Amazon FR","13.99","BIA-S925-CHAIN-004-040-500","21/03/2022 08:24:22","1"
"AMAZON FBA","Amazon IT","9.99","BIA-S925-CHAIN-001-030-500","01/03/2022 12:15:29","1"
"AMAZON FBA","Amazon ES","16.99","BIA-S925-CHAIN-031-230-450","12/03/2022 00:44:59","1"
"AMAZON FBA","Amazon ES","9.99","BIA-S925-CHAIN-001-030-500","06/03/2022 18:59:09","1"
"AMAZON FBA","Amazon ES","11.99","S925-WHI-EAR-STUD-020","09/03/2022 21:04:42","1"
