Order ID,Sale ID,Date,Order,Transaction type,Sale type,Sales channel,POS location,Billing country,Billing region,Billing city,Shipping country,Shipping region,Shipping city,Product type,Product vendor,Product,Variant,Variant SKU,Net quantity,Gross sales,Discounts,Returns,Net sales,Shipping,Taxes,Total sales
4043795628147,12956609282163,2021-10-21T15:14:31+01:00,#WEB1975,product,order,Online Store,,United Kingdom,England,Farnham,United Kingdom,England,Farnham,Bracelet,Amberta,Silver Heart Bracelet,"7""/18 cm",BIA-S925-CHAIN-031-230-180,1,5.890,0.000,0.000,5.890,0.000,1.180,7.070
4047101952115,12966253002867,2021-10-23T18:42:53+01:00,#WEB1976,product,order,Online Store,,United Kingdom,England,Bury,United Kingdom,England,Bury,Earrings,Amberta,Silver Gemini Zodiac Sign Stud Earrings,,S925-WHI-EAR-STUD-ZOD-001-GEM,1,9.990,0.000,0.000,9.990,0.000,2.000,11.990
4047339028595,12966916227187,2021-10-23T21:30:26+01:00,#WEB1977,product,order,Online Store,,United Kingdom,Scotland,Moffat,United Kingdom,Scotland,Moffat,Earrings,Amberta,Silver 15 mm Sleeper Hoop Earrings,,GS-S925-HOOP-015,1,7.790,0.000,0.000,7.790,0.000,1.560,9.350
4048600137843,12970537418867,2021-10-24T19:50:27+01:00,#WEB1978,product,order,Online Store,,Canada,Saskatchewan,Saskatoon,Canada,Saskatchewan,Saskatoon,Chains,Amberta,Men's Silver 4.7 mm Flat Curb Chain,"20""/50 cm",S925-WHI-NEC-CHA-024-047-500,1,21.390,0.000,0.000,21.390,0.000,0.000,21.390
4048625893491,12970613670003,2021-10-24T20:07:11+01:00,#WEB1979,product,order,Online Store,,United Kingdom,England,Hornchurch,United Kingdom,England,Hornchurch,Earrings,Amberta,Silver Ball Bead Hoop Earrings,,S925-WHI-EAR-HOOP-008-025,1,15.990,0.000,0.000,15.990,0.000,3.200,19.190
4048625893491,12970613702771,2021-10-24T20:07:11+01:00,#WEB1979,product,order,Online Store,,United Kingdom,England,Hornchurch,United Kingdom,England,Hornchurch,Earrings,Amberta,Silver 7 mm Sleeper Hoop Earrings,,GS-S925-HOOP-007,2,12.380,0.000,0.000,12.380,0.000,2.480,14.860
4051308609651,12978570461299,2021-10-26T10:47:10+01:00,#WEB1980,product,order,Online Store,,United Kingdom,England,Beverley,United Kingdom,England,Beverley,Chains,Amberta,Silver 1.3 mm Curb Chain,"28""/70 cm",BIA-S925-CHAIN-001-035-700,1,7.490,0.000,0.000,7.490,0.000,1.500,8.990
4051308609651,12978570494067,2021-10-26T10:47:10+01:00,#WEB1980,product,order,Online Store,,United Kingdom,England,Beverley,United Kingdom,England,Beverley,Pendant,Amberta,Silver Honey Amber Oval Pendant,,S925-BC-0396-PEN-3H,1,5.790,0.000,0.000,5.790,0.000,1.160,6.950
4053277016179,12984355618931,2021-10-27T16:26:27+01:00,#WEB1981,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver Rope Chain,"18""/45 cm",BIA-S925-CHAIN-022-150-450,10,100.900,0.000,0.000,100.900,0.000,20.180,121.080
4053277016179,12984355586163,2021-10-27T16:26:27+01:00,#WEB1981,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver Rope Chain,"20""/50 cm",BIA-S925-CHAIN-022-150-500,1,10.890,0.000,0.000,10.890,0.000,2.180,13.070
4053631959155,12985403474035,2021-10-27T20:35:10+01:00,#WEB1982,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Chains,Amberta,Silver Flat Figaro Chain,"20""/50 cm",BIA-S925-CHAIN-056-100-500,1,16.890,0.000,0.000,16.890,0.000,3.380,20.270
4062548033651,13011811074163,2021-11-02T10:32:17Z,#WEB1983,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Gold Plated Silver Box Chain,"24""/60 cm",BIA-GP-CHAIN-012-100-600,1,9.490,0.000,0.000,9.490,0.000,1.900,11.390
4062548033651,13011811041395,2021-11-02T10:32:17Z,#WEB1983,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver Rope Chain,"24""/60 cm",BIA-S925-CHAIN-022-150-600,3,37.170,0.000,0.000,37.170,0.000,7.430,44.600
4062548033651,13011811106931,2021-11-02T10:32:17Z,#WEB1983,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver 1.3 mm Curb Chain,"14""/36 cm",BIA-S925-CHAIN-001-035-360,1,5.690,0.000,0.000,5.690,0.000,1.140,6.830
4062992760947,13013194702963,2021-11-02T16:50:56Z,#WEB1984,product,order,Online Store,,United Kingdom,England,Manchester,United Kingdom,England,Manchester,Earrings,Amberta,Silver 20 mm Huggie Hoop Earrings,,BIA-S925-HOOP-HIN-020,2,17.780,0.000,0.000,17.780,0.000,3.560,21.340
4063520882803,13015024926835,2021-11-02T21:46:08Z,#WEB1985,product,order,Online Store,,Canada,Quebec,Saint Thomas,Canada,Quebec,Saint Thomas,Chains,Amberta,Black and Silver Herringbone Necklace,,S925-BAW-NEC-CHA-016-045-450,1,21.390,0.000,0.000,21.390,0.000,0.000,21.390
4065444167795,13022463131763,2021-11-03T20:48:06Z,#WEB1986,product,order,Online Store,,United Kingdom,England,Halifax,United Kingdom,England,Halifax,Chains,Amberta,Men's Silver 4.7 mm Flat Curb Chain,"20""/50 cm",S925-WHI-NEC-CHA-024-047-500,1,21.390,0.000,0.000,21.390,0.000,4.280,25.670
4068837359731,13036824264819,2021-11-05T10:38:42Z,#WEB1987,product,order,Online Store,,United Kingdom,England,Wythenshawe,United Kingdom,England,Wythenshawe,Earrings,Amberta,Silver 12.3 mm Zirconia Hoop Earrings,,S925-WHI-EAR-HOOP-020-012,1,8.790,0.000,0.000,8.790,0.000,1.760,10.550
4069251481715,13038113030259,2021-11-05T15:46:01Z,#WEB1988,product,order,Online Store,,United Kingdom,England,Cockermouth,United Kingdom,England,Cockermouth,Earrings,Amberta,Silver Cancer Zodiac Sign Stud Earrings,,S925-WHI-EAR-STUD-ZOD-001-CAN,1,9.990,0.000,0.000,9.990,0.000,2.000,11.990
4070366183539,13042993987699,2021-11-05T22:36:39Z,#WEB1989,product,order,Online Store,,Canada,Alberta,Beaumont,Canada,Alberta,Edmonton,Chains,Amberta,Silver Rope Chain,"18""/45 cm",BIA-S925-CHAIN-022-150-450,1,10.090,0.000,0.000,10.090,0.000,0.000,10.090
4070366183539,13042994020467,2021-11-05T22:36:39Z,#WEB1989,product,order,Online Store,,Canada,Alberta,Beaumont,Canada,Alberta,Edmonton,Earrings,Amberta,Silver 20 mm Huggie Hoop Earrings,,BIA-S925-HOOP-HIN-020,1,8.890,0.000,0.000,8.890,0.000,0.000,8.890
4070366183539,13042994053235,2021-11-05T22:36:39Z,#WEB1989,product,order,Online Store,,Canada,Alberta,Beaumont,Canada,Alberta,Edmonton,Bracelet,Amberta,Black and Silver Herringbone Bracelet,,S925-BAW-BRA-CHA-012-190,1,11.790,0.000,0.000,11.790,0.000,0.000,11.790
4071058833523,13044962984051,2021-11-06T10:58:04Z,#WEB1990,product,order,Online Store,,United Kingdom,England,Selsey,United Kingdom,England,Selsey,Earrings,Amberta,Silver Capricorn Zodiac Sign Stud Earrings,,S925-WHI-EAR-STUD-ZOD-001-CAP,1,9.990,0.000,0.000,9.990,0.000,2.000,11.990
4073312583795,13051198636147,2021-11-07T18:53:39Z,#WEB1991,product,order,Online Store,,United Kingdom,England,Harlow,United Kingdom,England,Harlow,Earrings,Amberta,Silver Scorpio Zodiac Sign Stud Earrings,,S925-WHI-EAR-STUD-ZOD-001-SCO,1,9.990,0.000,0.000,9.990,0.000,2.000,11.990
4074445406323,13054471635059,2021-11-08T11:47:33Z,#WEB1992,product,order,Online Store,,United Kingdom,England,Sidmouth,United Kingdom,England,Sidmouth,Chains,Amberta,Black and Silver Herringbone Necklace,,S925-BAW-NEC-CHA-016-045-450,1,21.390,0.000,0.000,21.390,0.000,4.280,25.670
4074445406323,13054471667827,2021-11-08T11:47:33Z,#WEB1992,product,order,Online Store,,United Kingdom,England,Sidmouth,United Kingdom,England,Sidmouth,Earrings,Amberta,Silver Openwork Pave Hoop Earrings,,S925-WHI-EAR-HOOP-016-020,1,22.390,0.000,0.000,22.390,0.000,4.480,26.870
4074445406323,13054471700595,2021-11-08T11:47:33Z,#WEB1992,product,order,Online Store,,United Kingdom,England,Sidmouth,United Kingdom,England,Sidmouth,Earrings,Amberta,Silver Ball Bead Hoop Earrings,,S925-WHI-EAR-HOOP-008-025,1,15.990,0.000,0.000,15.990,0.000,3.200,19.190
4074535944307,13054759862387,2021-11-08T13:25:38Z,#WEB1993,product,order,Online Store,,Canada,Quebec,Montréal,Canada,Quebec,Montréal,Earrings,Amberta,Silver 20 mm Huggie Hoop Earrings,,BIA-S925-HOOP-HIN-020,1,8.890,0.000,0.000,8.890,0.000,0.000,8.890
4074535944307,13054759829619,2021-11-08T13:25:38Z,#WEB1993,product,order,Online Store,,Canada,Quebec,Montréal,Canada,Quebec,Montréal,Earrings,Amberta,Gold Plated Silver 20 mm Huggie Hoop Earrings,,BIA-GP-HOOP-HIN-020,1,10.490,0.000,0.000,10.490,0.000,0.000,10.490
4076372787315,13060934762611,2021-11-09T13:33:14Z,#WEB1994,product,order,Online Store,,Italy,Potenza,Melfi,Italy,Potenza,Avigliano,Earrings,Amberta,Silver Unicorn Stud Earrings,,S925-WHI-EAR-STUD-021,1,5.990,0.000,0.000,5.990,0.000,1.320,7.310
4076372787315,13060934729843,2021-11-09T13:33:14Z,#WEB1994,product,order,Online Store,,Italy,Potenza,Melfi,Italy,Potenza,Avigliano,Earrings,Amberta,Silver Honey Amber Flower Stud Earrings,,S925-BC-5940-EAR-3H,1,6.410,0.000,0.000,6.410,0.000,1.410,7.820
4076372787315,13060934697075,2021-11-09T13:33:14Z,#WEB1994,product,order,Online Store,,Italy,Potenza,Melfi,Italy,Potenza,Avigliano,Chains,Amberta,Silver Multicolour Herringbone Necklace,,BIA-S925-CHAIN-029-500-COL-450,1,17.410,0.000,0.000,17.410,0.000,3.830,21.240
4076372787315,13060934664307,2021-11-09T13:33:14Z,#WEB1994,product,order,Online Store,,Italy,Potenza,Melfi,Italy,Potenza,Avigliano,Chains,Amberta,Silver Rainbow Lumini Crystal Cube Necklace,,GS-S925-NEC-CRY-001,1,9.660,0.000,0.000,9.660,0.000,2.130,11.790
4076424396915,13061096407155,2021-11-09T14:21:18Z,#WEB1995,product,order,Online Store,,United Kingdom,Scotland,Motherwell,United Kingdom,Scotland,Motherwell,Chains,Amberta,Silver Heart Chain,"24""/60 cm",BIA-S925-CHAIN-031-230-600,1,9.240,0.000,0.000,9.240,0.000,1.850,11.090
4076424396915,13061096439923,2021-11-09T14:21:18Z,#WEB1995,product,order,Online Store,,United Kingdom,Scotland,Motherwell,United Kingdom,Scotland,Motherwell,Earrings,Amberta,Silver Four Tier Cuff Earring,,S925-WHI-EAR-CUFF-007,1,4.320,0.000,0.000,4.320,0.000,0.870,5.190
4076770328691,13062157238387,2021-11-09T18:10:24Z,#WEB1996,product,order,Online Store,,United Kingdom,England,London,United Kingdom,England,London,Chains,Amberta,Silver 1.1 mm Curb Chain Necklace,"18""/45 cm",BIA-S925-CHAIN-001-030-450,1,4.910,0.000,0.000,4.910,0.000,0.980,5.890
4076806242419,13062271271027,2021-11-09T18:34:48Z,#WEB1997,product,order,Online Store,,United Kingdom,Wales,Pontyclun,United Kingdom,Wales,Pontyclun,Earrings,Amberta,Silver Scorpio Zodiac Sign Stud Earrings,,S925-WHI-EAR-STUD-ZOD-001-SCO,1,8.320,0.000,0.000,8.320,0.000,1.670,9.990
4076895993971,13062562185331,2021-11-09T19:37:02Z,#WEB1998,product,order,Online Store,,Ireland,Kildare,Sallins,Ireland,Kildare,Sallins,Earrings,Amberta,Silver 10 mm Huggie Hoop Earrings,,BIA-S925-HOOP-HIN-010,1,4.740,0.000,0.000,4.740,0.000,1.090,5.830
4076895993971,13062562218099,2021-11-09T19:37:02Z,#WEB1998,product,order,Online Store,,Ireland,Kildare,Sallins,Ireland,Kildare,Sallins,Ring,Amberta,Silver Adjustable Infinity Braid Ring,,S925-WHI-RIN-CEL-001,1,7.330,0.000,0.000,7.330,0.000,1.690,9.020
4076895993971,13062562250867,2021-11-09T19:37:02Z,#WEB1998,product,order,Online Store,,Ireland,Kildare,Sallins,Ireland,Kildare,Sallins,Earrings,Amberta,Silver Celtic Shield Drop Earrings,,S925-WHI-EAR-CEL-006,1,11.990,0.000,0.000,11.990,0.000,2.760,14.750
4077254901875,13063659356275,2021-11-10T00:18:57Z,#WEB1999,product,order,Online Store,,United Kingdom,England,Halesowen,United Kingdom,England,Halesowen,Earrings,Amberta,Gold Plated Silver 20.3 mm Zirconia Hoop Earrings,,S925-YEL-EAR-HOOP-020-020,2,23.980,0.000,0.000,23.980,0.000,4.800,28.780
4078453325939,13067280646259,2021-11-10T18:13:44Z,#WEB2000,product,order,Online Store,,France,,Cornebarrieu,France,,Cornebarrieu,Bracelet,Amberta,Gold Plated Silver Flat Curb Bracelet,,BIA-GP-CHAIN-060-200,1,20.740,0.000,0.000,20.740,0.000,4.150,24.890
4078453325939,13067280679027,2021-11-10T18:13:44Z,#WEB2000,product,order,Online Store,,France,,Cornebarrieu,France,,Cornebarrieu,Chains,Amberta,Gold Plated Silver Flat Curb Chain,"26""/65 cm",BIA-GP-CHAIN-060-150-650,1,27.740,0.000,0.000,27.740,0.000,5.550,33.290
4079453241459,13070497185907,2021-11-11T08:25:29Z,#WEB2001,product,order,Online Store,,United Kingdom,Scotland,Edinburgh,United Kingdom,Scotland,Edinburgh,Toe Ring,Amberta,Silver Heart Toe Ring,,MS-S925-TOE-002,2,13.980,0.000,0.000,13.980,0.000,2.800,16.780
4079453241459,13070497218675,2021-11-11T08:25:29Z,#WEB2001,product,order,Online Store,,United Kingdom,Scotland,Edinburgh,United Kingdom,Scotland,Edinburgh,Earrings,Amberta,Silver Geometric Heart Drop Earrings,,S925-WHI-EAR-DROP-018,1,9.570,0.000,0.000,9.570,0.000,1.920,11.490
4079753953395,13071378972787,2021-11-11T13:34:52Z,#WEB2002,product,order,Online Store,,United Kingdom,England,"Norwich, Rackheath",United Kingdom,England,"Norwich, Rackheath",Bracelet,Amberta,Silver Tree of Life Bracelet,,S925-WHI-BRA-CHA-038-190,1,10.070,0.000,0.000,10.070,0.000,2.020,12.090
4079830401139,13071622537331,2021-11-11T14:40:23Z,#WEB2003,product,order,Online Store,,United Kingdom,England,Dukinfield Cheshire,United Kingdom,England,Dukinfield Cheshire,Chains,Amberta,Silver Multicolour Herringbone Necklace,,BIA-S925-CHAIN-029-500-COL-450,1,17.410,0.000,0.000,17.410,0.000,3.480,20.890
4081398022259,13076341948531,2021-11-12T11:27:18Z,#WEB2004,product,order,Online Store,,United Kingdom,England,Ruyton Xi Towns Shrewsbury,United Kingdom,England,Ruyton Xi Towns Shrewsbury,Chains,Amberta,Silver Rope Chain,"18""/45 cm",BIA-S925-CHAIN-022-150-450,10,124.920,0.000,0.000,124.920,0.000,24.980,149.900
4081398022259,13076341882995,2021-11-12T11:27:18Z,#WEB2004,product,order,Online Store,,United Kingdom,England,Ruyton Xi Towns Shrewsbury,United Kingdom,England,Ruyton Xi Towns Shrewsbury,Chains,Amberta,Gold Plated Silver 1.3 mm Curb Chain,"18""/45 cm",BIA-GP-CHAIN-001-035-450,3,27.470,0.000,0.000,27.470,0.000,5.500,32.970
4081398022259,13076341915763,2021-11-12T11:27:18Z,#WEB2004,product,order,Online Store,,United Kingdom,England,Ruyton Xi Towns Shrewsbury,United Kingdom,England,Ruyton Xi Towns Shrewsbury,Chains,Amberta,Silver 1.1 mm Curb Chain Necklace,"18""/45 cm",BIA-S925-CHAIN-001-030-450,2,14.980,0.000,0.000,14.980,0.000,3.000,17.980
4081398022259,13076341850227,2021-11-12T11:27:18Z,#WEB2004,product,order,Online Store,,United Kingdom,England,Ruyton Xi Towns Shrewsbury,United Kingdom,England,Ruyton Xi Towns Shrewsbury,Chains,Amberta,Gold Plated Silver Box Chain,"24""/60 cm",BIA-GP-CHAIN-012-100-600,2,24.980,0.000,0.000,24.980,0.000,5.000,29.980
4081924046963,13077923070067,2021-11-12T17:50:37Z,#WEB2005,product,order,Online Store,,United Kingdom,England,Wigton,United Kingdom,England,Wigton,Pendant,Amberta,Silver Filigree Leaf Pendant,,S925-WHI-PEN-LEAF-001,1,9.150,-0.900,0.000,8.250,0.000,1.650,9.900
4081924046963,13077923037299,2021-11-12T17:50:37Z,#WEB2005,product,order,Online Store,,United Kingdom,England,Wigton,United Kingdom,England,Wigton,Chains,Amberta,Silver Adjustable Trace Chain with Slider,,GS-S925-CHAIN-SLI-002-030,1,10.820,-1.080,0.000,9.740,0.000,1.950,11.690
4084177567859,13084340387955,2021-11-14T00:32:24Z,#WEB2006,product,order,Online Store,,United Kingdom,England,Moreton,United Kingdom,England,Moreton,Chains,Amberta,Silver 1.1 mm Curb Chain Necklace,"20""/50 cm",BIA-S925-CHAIN-001-030-500,1,7.490,0.000,0.000,7.490,0.000,1.500,8.990
4085098578035,13086965530739,2021-11-14T17:23:09Z,#WEB2007,product,order,Online Store,,United Kingdom,England,Sheffield,United Kingdom,England,Sheffield,Extender,Amberta,Silver Chain Extender Set,,GS-S925-CHAIN-EXT-001,1,11.160,0.000,0.000,11.160,0.000,2.230,13.390
4087046013043,13092833296499,2021-11-15T18:40:42Z,#WEB2008,product,order,Online Store,,United Kingdom,England,Bristol,United Kingdom,England,Bristol,Chains,Amberta,Rose Plated Silver 1.2 mm Ball Chain,"20""/50 cm",BIA-ROSE-CHAIN-015-120-500,1,6.820,0.000,0.000,6.820,0.000,1.370,8.190
4087046013043,13092833329267,2021-11-15T18:40:42Z,#WEB2008,product,order,Online Store,,United Kingdom,England,Bristol,United Kingdom,England,Bristol,Chains,Amberta,Rose Plated Silver Box Chain,"24""/60 cm",BIA-ROSE-CHAIN-012-100-600,1,12.490,0.000,0.000,12.490,0.000,2.500,14.990
4088725438579,13097874129011,2021-11-16T18:36:24Z,#WEB2009,product,order,Online Store,,India,Tamil Nadu,Chennai,India,Tamil Nadu,Chennai,Bracelet,Amberta,Silver Ball Bracelet with Beads,"7""/18 cm",BIA-S925-CHAIN-019-110-180,1,7.490,0.000,0.000,7.490,0.000,0.000,7.490
4088725438579,13097874096243,2021-11-16T18:36:24Z,#WEB2009,product,order,Online Store,,India,Tamil Nadu,Chennai,India,Tamil Nadu,Chennai,Bracelet,Amberta,Rose Plated Silver Rope Bracelet,"7""/18 cm",BIA-ROSE-CHAIN-022-150-180,1,9.160,0.000,0.000,9.160,0.000,0.000,9.160
4088725438579,13097874161779,2021-11-16T18:36:24Z,#WEB2009,product,order,Online Store,,India,Tamil Nadu,Chennai,India,Tamil Nadu,Chennai,Bracelet,Amberta,Silver Angel Wings Bracelet,,S925-WHI-BRA-CHA-037-190,1,12.490,0.000,0.000,12.490,0.000,0.000,12.490
4089853444211,13101204734067,2021-11-17T09:23:25Z,#WEB2010,product,order,Online Store,,United Kingdom,England,Telford,United Kingdom,England,Telford,Chains,Amberta,Silver Rope Chain,"24""/60 cm",BIA-S925-CHAIN-022-150-600,7,110.770,0.000,0.000,110.770,0.000,22.160,132.930
4090112802931,13101975240819,2021-11-17T14:25:58Z,#WEB2011,product,order,Online Store,,Germany,,Mutlangen,Germany,,Mutlangen,Bracelet,Amberta,Silver Double Curb Bracelet,"7.5""/19 cm",BIA-S925-CHAIN-005-060-190,1,10.660,0.000,0.000,10.660,0.000,2.030,12.690
4090461487219,13103001436275,2021-11-17T18:19:26Z,#WEB2012,product,order,Online Store,,United Kingdom,England,Doncaster,United Kingdom,England,Doncaster,Pendant,Amberta,Silver Green Amber Oval Pendant,,S925-BC-0396-PEN-6G,1,5.990,0.000,0.000,5.990,0.000,1.200,7.190
4091827650675,13106855313523,2021-11-18T11:39:49Z,#WEB2013,product,order,Online Store,,United Kingdom,England,Manchester,United Kingdom,England,Manchester,Chains,Amberta,Gold Plated Silver Flat Curb Chain,"26""/65 cm",BIA-GP-CHAIN-060-150-650,1,34.660,0.000,0.000,34.660,0.000,6.930,41.590
4091827650675,13106855346291,2021-11-18T11:39:49Z,#WEB2013,product,order,Online Store,,United Kingdom,England,Manchester,United Kingdom,England,Manchester,Pendant,Amberta,Gold Small Cross Pendant,,G9K-YEL-PEN-CROS-001,1,23.320,0.000,0.000,23.320,0.000,4.670,27.990
4093171728499,13110820569203,2021-11-19T02:04:57Z,#WEB2014,product,order,Online Store,,United Kingdom,Scotland,Bathgate,United Kingdom,Scotland,Bathgate,Pendant,Amberta,Silver Alphabet Letter M Pendant,,S925-WHI-PEN-LET-001-M,1,14.650,-1.450,0.000,13.200,0.000,2.640,15.840
4093171728499,13110820536435,2021-11-19T02:04:57Z,#WEB2014,product,order,Online Store,,United Kingdom,Scotland,Bathgate,United Kingdom,Scotland,Bathgate,Chains,Amberta,Silver Heart Chain,"14""/36 cm",BIA-S925-CHAIN-031-230-360,1,7.980,-0.790,0.000,7.190,0.000,1.440,8.630
4093171728499,13110820503667,2021-11-19T02:04:57Z,#WEB2014,product,order,Online Store,,United Kingdom,Scotland,Bathgate,United Kingdom,Scotland,Bathgate,Ring,Amberta,Silver Celtic Braided Eternity Ring,K,S925-WHI-RIN-CEL-006-K,1,9.980,-0.990,0.000,8.990,0.000,1.800,10.790
4093784948851,13112585453683,2021-11-19T11:37:31Z,#WEB2015,product,order,Online Store,,Italy,Novara,Arona,Italy,Novara,Arona,Bracelet,Amberta,Rose Plated Silver Ball Bracelet,"7""/18 cm",BIA-ROSE-CHAIN-020-200-180,1,7.990,-0.790,0.000,7.200,0.000,1.580,8.780
4093784948851,13112585388147,2021-11-19T11:37:31Z,#WEB2015,product,order,Online Store,,Italy,Novara,Arona,Italy,Novara,Arona,Bracelet,Amberta,Rose Plated Silver Rope Bracelet,"7""/18 cm",BIA-ROSE-CHAIN-022-150-180,1,7.320,-0.730,0.000,6.590,0.000,1.450,8.040
4093784948851,13112585420915,2021-11-19T11:37:31Z,#WEB2015,product,order,Online Store,,Italy,Novara,Arona,Italy,Novara,Arona,Chains,Amberta,Rose Plated Silver 1.3 mm Curb Chain,"20""/50 cm",BIA-ROSE-CHAIN-001-035-500,1,7.320,-0.720,0.000,6.600,0.000,1.450,8.050
4094534942835,13114846281843,2021-11-19T19:39:16Z,#WEB2016,product,order,Online Store,,Italy,Messina,Messina,Italy,Messina,Messina,Bracelet,Amberta,Silver Rock Bracelet,"7""/18 cm",BIA-S925-CHAIN-043-200-180,1,6.660,0.000,0.000,6.660,0.000,1.470,8.130
4095628607603,13118012850291,2021-11-20T12:19:02Z,#WEB2017,product,order,Online Store,,United Kingdom,England,Crawley,United Kingdom,England,Crawley,Chains,Amberta,Silver Heart Chain,"20""/50 cm",BIA-S925-CHAIN-031-230-500,1,9.990,-0.990,0.000,9.000,0.000,1.800,10.800
4095628607603,13118012817523,2021-11-20T12:19:02Z,#WEB2017,product,order,Online Store,,United Kingdom,England,Crawley,United Kingdom,England,Crawley,Bracelet,Amberta,Silver Heart Bracelet,"8""/20 cm",BIA-S925-CHAIN-031-230-200,1,5.980,-0.590,0.000,5.390,0.000,1.080,6.470
4095710298227,13118248616051,2021-11-20T13:47:25Z,#WEB2018,product,order,Online Store,,Italy,Messina,Messina,Italy,Messina,Messina,Bracelet,Amberta,Silver Rock Bracelet,"7""/18 cm",BIA-S925-CHAIN-043-200-180,1,6.660,0.000,0.000,6.660,0.000,1.470,8.130
4097669070963,13123906207859,2021-11-21T16:35:23Z,#WEB2019,product,order,Online Store,,United Kingdom,England,Gillingham,United Kingdom,England,Southampton,Pendant,Amberta,Silver Plain Heart Locket,,MS-S925-LOC-001,3,39.970,0.000,0.000,39.970,0.000,8.000,47.970
4097669070963,13123906175091,2021-11-21T16:35:23Z,#WEB2019,product,order,Online Store,,United Kingdom,England,Gillingham,United Kingdom,England,Southampton,Chains,Amberta,Silver Rope Chain,"18""/45 cm",BIA-S925-CHAIN-022-150-450,3,29.970,0.000,0.000,29.970,0.000,6.000,35.970
4097745322099,13124112810099,2021-11-21T17:22:29Z,#WEB2020,product,order,Online Store,,Hong Kong,New Territories,Clearwater Bay,United Kingdom,England,Oxfordshire,Chains,Amberta,Gold Plated Silver Box Chain,"18""/45 cm",BIA-GP-CHAIN-012-100-450,1,7.990,0.000,0.000,7.990,0.000,1.600,9.590
4097745322099,13124112777331,2021-11-21T17:22:29Z,#WEB2020,product,order,Online Store,,Hong Kong,New Territories,Clearwater Bay,United Kingdom,England,Oxfordshire,Chains,Amberta,Gold Plated Silver 1.2 mm Ball Chain,"20""/50 cm",BIA-GP-CHAIN-015-120-500,1,7.990,0.000,0.000,7.990,0.000,1.600,9.590
4097745322099,13124112744563,2021-11-21T17:22:29Z,#WEB2020,product,order,Online Store,,Hong Kong,New Territories,Clearwater Bay,United Kingdom,England,Oxfordshire,Chains,Amberta,Gold Plated Silver Figaro Chain,"24""/60 cm",BIA-GP-CHAIN-004-040-600,1,8.660,0.000,0.000,8.660,0.000,1.730,10.390
4099063906419,13127954399347,2021-11-22T10:40:11Z,#WEB2021,product,order,Online Store,,United Kingdom,England,Wigan,United Kingdom,England,Wigan,Bracelet,Amberta,Silver Multilayer Chain Bracelet with Balls,,S925-MUL-BRA-LAY-001-200,1,15.320,0.000,0.000,15.320,0.000,3.070,18.390
4099063906419,13127954432115,2021-11-22T10:40:11Z,#WEB2021,product,order,Online Store,,United Kingdom,England,Wigan,United Kingdom,England,Wigan,Bracelet,Amberta,Rose Plated Silver Adjustable Coin Bracelet,,S925-ROS-BRA-COIN-001-200,1,11.990,0.000,0.000,11.990,0.000,2.400,14.390
4099170336883,13128381562995,2021-11-22T12:37:41Z,#WEB2022,product,order,Online Store,,Norway,,Bergen,Norway,,Bergen,Pendant,Amberta,Gold Plated Silver St Christopher Coin Medallion,,GS-GP-PEN-COIN-001,1,12.660,0.000,0.000,12.660,0.000,0.000,12.660
4099181674611,13128423702643,2021-11-22T12:50:28Z,#WEB2023,product,order,Online Store,,United Kingdom,England,Northwich,United Kingdom,England,Northwich,Earrings,Amberta,Silver 20.3 mm Zirconia Hoop Earrings,,S925-WHI-EAR-HOOP-020-020,1,13.990,-1.390,0.000,12.600,0.000,2.520,15.120
4099181674611,13128423669875,2021-11-22T12:50:28Z,#WEB2023,product,order,Online Store,,United Kingdom,England,Northwich,United Kingdom,England,Northwich,Bracelet,Amberta,Silver Heart Bracelet,"8""/20 cm",BIA-S925-CHAIN-031-230-200,1,5.980,-0.590,0.000,5.390,0.000,1.080,6.470
4099259727987,13128689549427,2021-11-22T14:00:08Z,#WEB2024,product,order,Online Store,,United Kingdom,Scotland,Edinburgh,United Kingdom,Scotland,Edinburgh,Earrings,Amberta,Silver Geometric Heart Drop Earrings,,S925-WHI-EAR-DROP-018,1,11.320,0.000,0.000,11.320,0.000,2.270,13.590
4099460694131,13129318137971,2021-11-22T16:19:58Z,#WEB2025,product,order,Online Store,,United Kingdom,England,Farnham,United Kingdom,England,Farnham,Chains,Amberta,Silver Rhombus Curb Chain,"18""/45 cm",BIA-S925-CHAIN-006-035-450,1,7.320,-0.720,0.000,6.600,0.000,1.320,7.920
4099460694131,13129318105203,2021-11-22T16:19:58Z,#WEB2025,product,order,Online Store,,United Kingdom,England,Farnham,United Kingdom,England,Farnham,Chains,Amberta,Silver 1.5 mm Curb Chain,"18""/45 cm",BIA-S925-CHAIN-001-040-450,1,7.320,-0.730,0.000,6.590,0.000,1.320,7.910
