source,subsource,Unit_Total_Cost,ItemNumber,dprocessedon,Total
"AMAZON FBA","Amazon CA","18.39","BIA-S925-CHAIN-001-030-600","10/02/2021 22:20:07","1"
"AMAZON","Amazon UK","13.89","BIA-S925-CHAIN-006-035-500","24/02/2021 14:56:21","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-001-030-600","05/02/2021 19:55:33","1"
"AMAZON FBA","Amazon ES","13.29","BIA-S925-CHAIN-001-030-600","15/02/2021 18:51:14","1"
"AMAZON FBA","Amazon IT","26.69","BIA-S925-CHAIN-051-250-600","11/02/2021 01:23:50","1"
"AMAZON FBA","Amazon UK","10.99","BIA-S925-CHAIN-001-030-600","24/02/2021 03:50:51","1"
"AMAZON FBA","Amazon DE","12.49","BIA-S925-CHAIN-015-120-450","05/02/2021 07:03:49","1"
"AMAZON FBA","Amazon CA","15.79","S925-BC-0396-PEN-3H","11/02/2021 08:34:07","3"
"AMAZON FBA","Amazon DE","13.19","BIA-GP-CHAIN-001-035-450","03/02/2021 23:12:30","1"
"AMAZON FBA","Amazon CA","21.19","PAV-S925-EAR-CRAW-004","26/02/2021 15:29:40","1"
"AMAZON","Amazon UK","14.39","BIA-S925-CHAIN-012-100-600","26/02/2021 14:54:23","1"
"AMAZON FBA","Amazon UK","64.89","CS-9K-HOOP-020","10/02/2021 22:38:22","1"
"AMAZON","Amazon UK","14.39","BIA-S925-CHAIN-012-100-600","18/02/2021 14:50:01","1"
"AMAZON","Amazon UK","10.99","BIA-S925-CHAIN-001-030-600","08/02/2021 14:50:53","1"
"AMAZON FBA","Amazon CA","20.49","BIA-GP-CHAIN-001-040-250","14/02/2021 15:26:10","1"
"AMAZON FBA","Amazon CA","23.29","BIA-S925-HOOP-HIN-020","05/02/2021 22:19:32","1"
"AMAZON","Amazon US","12.67","BIA-S925-CHAIN-045-140-190","08/02/2021 14:51:11","1"
"AMAZON FBA","Amazon US","13.38","S925-WHI-EAR-STUD-010","02/02/2021 07:40:07","1"
"AMAZON FBA","Amazon UK","12.74","PAV-S925-HOOP-BALI-002-020","13/02/2021 14:24:47","1"
"AMAZON FBA","Amazon CA","18.39","BIA-S925-CHAIN-001-030-600","25/02/2021 02:14:35","1"
"AMAZON FBA","Amazon UK","17.69","BIA-GP-CHAIN-019-110-250","05/02/2021 19:55:46","1"
"AMAZON","Amazon CA","27.09","S925-WHI-RIN-GEM-001-R","16/02/2021 14:49:27","1"
"AMAZON FBA","Amazon UK","10.09","BIA-S925-CHAIN-052-040-200","27/02/2021 20:57:06","1"
"AMAZON FBA","Amazon US","27.58","BIA-S925-CHAIN-054-250-500","02/02/2021 06:21:17","1"
"AMAZON FBA","Amazon CA","18.09","BIA-S925-CHAIN-019-110-180","10/02/2021 00:05:01","1"
"AMAZON FBA","Amazon UK","40.69","BIA-GP-CHAIN-060-200","26/02/2021 21:32:22","1"
"AMAZON","Amazon UK","13.89","BIA-S925-CHAIN-006-035-500","25/02/2021 14:51:45","1"
"AMAZON FBA","Amazon US","11.65","BIA-S925-CHAIN-019-110-180","12/02/2021 20:51:32","1"
"AMAZON","Amazon DE","19.59","BIA-GP-CHAIN-041-220-250","03/02/2021 14:50:26","1"
"AMAZON FBA","Amazon FR","14.49","BIA-S925-CHAIN-001-030-600","24/02/2021 09:35:12","1"
"AMAZON FBA","Amazon CA","18.39","BIA-S925-CHAIN-001-030-600","05/02/2021 04:44:00","1"
"AMAZON FBA","Amazon US","12.69","BIA-ROSE-CHAIN-001-035-500","01/02/2021 22:33:16","1"
"AMAZON FBA","Amazon IT","19.39","PAV-S925-HOOP-BALI-002-020","08/02/2021 04:57:52","1"
"AMAZON FBA","Amazon UK","15.19","BIA-S925-CHAIN-008-035-500","24/02/2021 23:07:19","1"
"AMAZON","Amazon DE","17.69","BIA-S925-CHAIN-029-500-190","01/02/2021 14:42:53","1"
"AMAZON FBA","Amazon UK","8.99","BIA-S925-CHAIN-019-110-180","27/02/2021 18:31:36","1"
"AMAZON FBA","Amazon UK","13.99","BIA-S925-HOOP-002","15/02/2021 21:02:35","1"
"AMAZON FBA","Amazon UK","12.66","BIA-S925-CHAIN-008-035-500","26/02/2021 22:08:32","1"
"AMAZON FBA","Amazon UK","12.39","BIA-S925-CHAIN-041-220-200","04/02/2021 23:13:33","1"
"AMAZON FBA","Amazon CA","18.39","BIA-S925-CHAIN-001-030-600","17/02/2021 18:53:58","1"
"AMAZON FBA","Amazon DE","12.69","S925-WHI-RIN-TOE-005","09/02/2021 15:32:49","1"
"AMAZON FBA","Amazon US","17.29","BIA-S925-HOOP-003","26/02/2021 17:07:53","1"
"AMAZON FBA","Amazon US","27.7","BIA-S925-CHAIN-013-075-190","23/02/2021 02:07:56","1"
"AMAZON FBA","Amazon UK","18.19","BIA-S925-CHAIN-051-250-450","13/02/2021 17:15:11","1"
"AMAZON FBA","Amazon ES","35.19","CS-9K-HOOP-010","08/02/2021 20:55:27","1"
"AMAZON FBA","Amazon UK","23.19","BIA-ROSE-CHAIN-020-200-450","03/02/2021 21:12:46","1"
"AMAZON FBA","Amazon US","12.22","S925-BLA-NEC-CHA-001-013-450","21/02/2021 17:31:02","1"
"AMAZON","Amazon UK","10.09","BIA-S925-CHAIN-052-040-200","15/02/2021 14:48:48","1"
"AMAZON","Amazon DE","31.39","BIA-S925-CHAIN-013-075-190","05/02/2021 14:57:38","1"
"AMAZON FBA","Amazon ES","18.09","PAV-S925-HOOP-BALI-002-020","09/02/2021 09:13:18","1"
"AMAZON FBA","Amazon US","12.74","BIA-S925-CHAIN-015-120-450","12/02/2021 16:17:44","1"
"AMAZON FBA","Amazon UK","14.39","BIA-S925-CHAIN-012-100-600","14/02/2021 22:08:15","1"
"AMAZON","Amazon DE","13.19","S925-BC-5940-EAR-6G","15/02/2021 14:49:03","1"
"AMAZON","Amazon DE","13.86","BIA-S925-CHAIN-052-040-500","22/02/2021 14:51:48","1"
"AMAZON FBA","Amazon UK","14.49","S925-BLA-NEC-CHA-001-013-700","03/02/2021 13:12:33","1"
"AMAZON FBA","Amazon CA","19.39","BIA-S925-CHAIN-049-020-450","21/02/2021 08:48:14","1"
"AMAZON","Amazon DE","14.29","BIA-S925-HOOP-HIN-020","01/02/2021 14:43:18","1"
"AMAZON FBA","Amazon CA","21.99","BIA-S925-CHAIN-031-230-360","04/02/2021 05:23:16","1"
"AMAZON FBA","Amazon UK","13.19","BIA-S925-CHAIN-001-040-500","09/02/2021 23:39:46","1"
"AMAZON FBA","Amazon CA","17.19","BIA-S925-CHAIN-001-030-450","16/02/2021 04:35:27","1"
"AMAZON","Amazon CA","29.89","BIA-S925-CHAIN-031-230-600","16/02/2021 14:49:21","1"
"AMAZON FBA","Amazon UK","13.19","BIA-S925-CHAIN-001-040-500","13/02/2021 19:42:51","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","25/02/2021 16:22:20","1"
"AMAZON FBA","Amazon UK","9.89","BIA-S925-CHAIN-001-030-450","01/02/2021 09:59:02","1"
"AMAZON","Amazon DE","29.69","GS-S925-HOOP-055","26/02/2021 14:54:32","1"
"AMAZON FBA","Amazon US","14.38","BIA-ROSE-CHAIN-015-120-450","04/02/2021 07:52:44","1"
"AMAZON FBA","Amazon CA","67.79","BIA-GP-CHAIN-060-150-500","08/02/2021 19:03:45","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","17/02/2021 16:51:07","1"
"AMAZON FBA","Amazon FR","13.59","BIA-S925-CHAIN-001-030-450","05/02/2021 07:07:56","1"
"AMAZON FBA","Amazon US","11.82","PAV-S925-EAR-CRAW-005","14/02/2021 03:06:31","1"
"AMAZON FBA","Amazon FR","13.59","BIA-S925-CHAIN-001-030-450","09/02/2021 18:11:29","1"
"AMAZON","Amazon DE","11.29","BIA-S925-CHAIN-001-035-500","01/02/2021 14:42:39","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","08/02/2021 19:28:02","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","04/02/2021 03:08:04","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","23/02/2021 23:31:44","1"
"AMAZON FBA","Amazon UK","13.19","BIA-S925-CHAIN-001-040-500","12/02/2021 20:18:18","1"
"AMAZON FBA","Amazon ES","12.39","BIA-S925-CHAIN-001-030-450","13/02/2021 12:03:23","1"
"AMAZON FBA","Amazon CA","18.49","BIA-S925-CHAIN-001-040-220-250","22/02/2021 02:21:56","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","08/02/2021 20:16:57","1"
"AMAZON FBA","Amazon US","13.07","BIA-S925-CHAIN-012-100-450","06/02/2021 11:32:17","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","15/02/2021 14:48:50","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","25/02/2021 22:53:51","1"
"EBAY","EBAY1","8.19","BIA-S925-CHAIN-041-220-180","09/02/2021 14:49:30","1"
"AMAZON FBA","Amazon DE","12.59","BIA-S925-CHAIN-041-220-180","12/02/2021 11:16:18","1"
"AMAZON FBA","Amazon IT","13.69","BIA-S925-CHAIN-001-030-450","25/02/2021 12:42:58","1"
"AMAZON FBA","Amazon UK","13.19","BIA-S925-CHAIN-001-040-500","16/02/2021 01:27:32","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","10/02/2021 14:59:49","2"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","06/02/2021 14:33:15","1"
"AMAZON FBA","Amazon ES","11.19","MS-S925-TOE-001","03/02/2021 02:09:02","1"
"AMAZON FBA","Amazon IT","13.69","BIA-S925-CHAIN-001-030-450","11/02/2021 13:32:30","1"
"AMAZON FBA","Amazon CA","26.09","BIA-S925-CHAIN-045-140-220-250","12/02/2021 22:23:24","1"
"AMAZON","Amazon DE","11.59","BIA-S925-CHAIN-001-035-450","08/02/2021 14:50:55","1"
"AMAZON FBA","Amazon UK","15.59","BIA-GP-CHAIN-001-035-700","12/02/2021 23:17:10","1"
"AMAZON FBA","Amazon DE","11.99","BIA-S925-CHAIN-041-220-180","02/02/2021 03:25:52","1"
"AMAZON FBA","Amazon DE","32.59","BIA-S925-CHAIN-013-075-200","28/02/2021 01:53:02","1"
"AMAZON FBA","Amazon FR","15.39","BIA-GP-CHAIN-004-040-450","01/02/2021 01:12:40","1"
"AMAZON FBA","Amazon DE","12.49","MS-S925-TOE-004","01/02/2021 13:15:10","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","08/02/2021 20:17:10","1"
"AMAZON FBA","Amazon IT","35.49","BIA-S925-CHAIN-013-075-200","09/02/2021 22:08:02","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","23/02/2021 22:29:06","1"
"AMAZON FBA","Amazon ES","21.99","BIA-S925-CHAIN-051-250-500","14/02/2021 21:50:58","1"
"AMAZON FBA","Amazon CA","29.39","BIA-S925-CHAIN-025-170-500","06/02/2021 22:31:04","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","15/02/2021 23:49:39","1"
"AMAZON FBA","Amazon FR","14.59","BIA-S925-CHAIN-001-040-220-250","23/02/2021 22:52:01","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","24/02/2021 20:08:25","1"
"AMAZON FBA","Amazon ES","21.99","BIA-S925-CHAIN-051-250-500","10/02/2021 16:30:41","1"
"AMAZON FBA","Amazon US","17.72","GS-S925-PEN-COIN-001","05/02/2021 02:09:28","1"
"AMAZON","Amazon AU","9.79","BIA-S925-HOOP-HIN-010","08/02/2021 14:51:20","1"
"AMAZON FBA","Amazon IT","17.19","PAV-S925-HOOP-BALI-001-015","06/02/2021 20:15:04","1"
"AMAZON FBA","Amazon UK","16.99","S925-WHI-RIN-GEM-001-Q","25/02/2021 16:24:45","1"
"AMAZON FBA","Amazon FR","15.29","BIA-S925-CHAIN-041-220-180","18/02/2021 08:18:25","1"
"AMAZON FBA","Amazon CA","17.19","BIA-S925-CHAIN-001-030-450","12/02/2021 04:24:51","1"
"AMAZON FBA","Amazon DE","12.59","BIA-S925-CHAIN-041-220-180","03/02/2021 16:52:52","1"
"AMAZON FBA","Amazon FR","16.19","BIA-ROSE-CHAIN-012-100-360","18/02/2021 22:52:18","1"
"AMAZON FBA","Amazon ES","12.39","BIA-S925-CHAIN-001-030-450","10/02/2021 15:03:42","1"
"AMAZON FBA","Amazon US","18.88","BIA-S925-CHAIN-031-230-600","15/02/2021 18:55:01","1"
"AMAZON FBA","Amazon IT","15.79","BIA-S925-CHAIN-020-200-180","03/02/2021 19:50:39","1"
"AMAZON FBA","Amazon UK","13.59","GS-S925-HOOP-015","23/02/2021 21:33:22","1"
"EBAY","EBAY1","16.99","BIA-GP-CHAIN-031-230-600","23/02/2021 14:52:34","1"
"AMAZON FBA","Amazon CA","18.59","BIA-S925-CHAIN-001-035-500","26/02/2021 05:31:50","1"
"AMAZON FBA","Amazon ES","15.79","PAV-S925-HOOP-BALI-001-015","08/02/2021 14:15:23","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","08/02/2021 23:26:02","1"
"AMAZON FBA","Amazon CA","19.29","MS-S925-TOE-004","28/02/2021 15:17:33","1"
"AMAZON","Amazon US","12.03","BIA-S925-CHAIN-041-220-180","09/02/2021 14:49:31","1"
"AMAZON FBA","Amazon UK","13.19","BIA-S925-CHAIN-001-040-500","04/02/2021 21:58:50","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","19/02/2021 20:55:31","1"
"AMAZON","Amazon CA","18.19","BIA-S925-CHAIN-001-035-450","22/02/2021 14:51:59","1"
"AMAZON FBA","Amazon FR","13.59","BIA-S925-CHAIN-001-030-450","03/02/2021 10:54:11","1"
"AMAZON FBA","Amazon CA","20.49","BIA-ROSE-CHAIN-001-040-250","26/02/2021 20:54:50","1"
"AMAZON","Amazon DE","11.59","BIA-S925-CHAIN-001-035-450","15/02/2021 14:48:34","1"
"AMAZON FBA","Amazon US","23.26","S925-WHI-BRA-CHA-039-200","04/02/2021 04:31:58","1"
"AMAZON FBA","Amazon ES","15.99","BIA-GP-CHAIN-004-040-500","16/02/2021 02:15:31","1"
"AMAZON FBA","Amazon DE","10.89","BIA-S925-CHAIN-001-030-450","17/02/2021 21:08:13","1"
"AMAZON","Amazon UK","13.49","BIA-S925-CHAIN-010-080-200","18/02/2021 14:50:02","1"
"EBAY","EBAY1","8.99","BIA-ROSE-CHAIN-015-120-450","22/02/2021 14:51:56","1"
"AMAZON FBA","Amazon UK","16.49","S925-WHI-RIN-CEL-006-L","21/02/2021 20:55:02","1"
"AMAZON FBA","Amazon UK","13.39","BIA-GP-CHAIN-004-040-500","28/02/2021 15:15:20","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","19/02/2021 14:54:24","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","07/02/2021 21:29:43","1"
"AMAZON FBA","Amazon UK","12.29","S925-BC-5940-EAR-3H","08/02/2021 16:55:26","1"
"AMAZON FBA","Amazon UK","9.99","GS-RP-CHAIN-EXT-001","07/02/2021 17:03:13","1"
"AMAZON FBA","Amazon ES","12.39","BIA-S925-CHAIN-001-030-450","15/02/2021 22:45:30","1"
"SHOPIFY","ShopifyUK","18.348","GS-S925-BRA-028-190","11/02/2021 14:47:32","1"
"AMAZON FBA","Amazon CA","29.89","BIA-S925-CHAIN-031-230-600","11/02/2021 09:25:26","1"
"AMAZON FBA","Amazon UK","11.79","BIA-S925-CHAIN-041-220-180","12/02/2021 22:53:26","1"
"AMAZON FBA","Amazon DE","12.89","BIA-S925-CHAIN-020-200-180","10/02/2021 21:56:08","1"
"AMAZON FBA","Amazon UK","18.79","BIA-S925-CHAIN-051-250-500","07/02/2021 17:35:21","1"
"AMAZON FBA","Amazon CA","17.19","BIA-S925-CHAIN-001-030-450","15/02/2021 19:44:27","2"
"AMAZON FBA","Amazon DE","10.89","BIA-S925-CHAIN-001-030-450","10/02/2021 01:47:13","1"
"AMAZON","Amazon DE","10.08","BIA-S925-CHAIN-012-100-360","08/02/2021 14:50:54","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","09/02/2021 17:16:09","1"
"AMAZON FBA","Amazon US","13.9","PAV-S925-HOOP-BALI-001-015","11/02/2021 21:34:24","1"
"AMAZON FBA","Amazon FR","13.59","BIA-S925-CHAIN-001-030-450","06/02/2021 07:15:27","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","21/02/2021 17:15:52","1"
"AMAZON FBA","Amazon UK","12.29","BIA-S925-CHAIN-012-100-450","05/02/2021 20:25:07","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","04/02/2021 16:22:32","1"
"AMAZON FBA","Amazon CA","33.79","S925-WHI-PEN-LET-001-D","27/02/2021 07:34:16","1"
"AMAZON","Amazon CA","25.79","S925-WHI-PEN-CROS-008","05/02/2021 14:57:50","1"
"AMAZON FBA","Amazon ES","14.09","BIA-S925-CHAIN-041-220-180","19/02/2021 20:37:58","1"
"AMAZON FBA","Amazon UK","9.19","MS-S925-TOE-001","11/02/2021 13:22:02","1"
"AMAZON","Amazon DE","10.59","BIA-S925-HOOP-HIN-010","12/02/2021 14:43:45","1"
"AMAZON FBA","Amazon CA","18.59","BIA-S925-CHAIN-001-035-500","12/02/2021 19:42:21","1"
"AMAZON","Amazon CA","36.79","S925-WHI-BRA-CHA-039-200","15/02/2021 14:49:04","1"
"AMAZON FBA","Amazon UK","18.79","BIA-S925-CHAIN-051-250-500","21/02/2021 09:40:47","1"
"AMAZON FBA","Amazon FR","16.89","BIA-S925-CHAIN-001-040-500","07/02/2021 12:54:43","1"
"AMAZON","Amazon US","12.85","BIA-ROSE-CHAIN-022-150-180","25/02/2021 14:51:41","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","18/02/2021 23:13:39","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","27/02/2021 18:29:57","1"
"AMAZON FBA","Amazon CA","20.29","BIA-S925-CHAIN-012-100-450","20/02/2021 15:24:39","1"
"AMAZON FBA","Amazon FR","27.89","BIA-GP-CHAIN-024-140-600","13/02/2021 22:12:47","1"
"EBAY","EBAY1","7.19","MS-S925-TOE-001","17/02/2021 14:48:38","1"
"AMAZON FBA","Amazon DE","20.49","BIA-S925-CHAIN-051-250-500","05/02/2021 20:13:14","1"
"AMAZON FBA","Amazon DE","12.89","BIA-S925-CHAIN-020-200-180","03/02/2021 16:52:52","1"
"AMAZON FBA","Amazon CA","27.09","S925-WHI-RIN-GEM-001-M","27/02/2021 21:32:35","1"
"AMAZON FBA","Amazon UK","15.59","BIA-GP-CHAIN-001-035-700","12/02/2021 12:22:09","1"
"AMAZON FBA","Amazon UK","12.29","S925-BC-5940-EAR-1W","14/02/2021 23:37:22","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","12/02/2021 21:02:15","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","11/02/2021 16:26:21","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","22/02/2021 14:21:45","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","22/02/2021 22:27:42","1"
"AMAZON FBA","Amazon UK","13.59","GS-S925-HOOP-015","11/02/2021 01:29:20","1"
"AMAZON FBA","Amazon UK","18.59","BIA-S925-CHAIN-025-170-500","12/02/2021 16:49:59","1"
"AMAZON FBA","Amazon UK","8.74","BIA-S925-CHAIN-001-030-500","19/02/2021 14:23:11","1"
"AMAZON FBA","Amazon IT","18.59","MS-S925-LOC-001","06/02/2021 08:36:28","1"
"AMAZON FBA","Amazon UK","14.99","S925-BC-5260-EAR-7M","11/02/2021 20:28:11","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","19/02/2021 16:15:23","1"
"AMAZON","Amazon DE","16.39","BIA-S925-CHAIN-008-060-190","15/02/2021 14:48:38","1"
"AMAZON FBA","Amazon ES","152.79","G9K-WHI-BRA-CHA-001-190","05/02/2021 02:07:26","1"
"AMAZON FBA","Amazon US","16.21","BIA-S925-CHAIN-041-220-220-250","27/02/2021 10:26:45","1"
"AMAZON FBA","Amazon DE","33.59","BIA-S925-CHAIN-012-200-450","05/02/2021 19:02:35","1"
"AMAZON FBA","Amazon ES","22.39","S925-WHI-EAR-HOOP-011-025","06/02/2021 17:16:28","1"
"AMAZON FBA","Amazon FR","25.99","BIA-S925-CHAIN-025-170-600","08/02/2021 06:34:02","1"
"AMAZON FBA","Amazon UK","16.89","S925-BC-4107-PIN-3H","03/02/2021 21:55:50","1"
"AMAZON FBA","Amazon DE","11.19","BIA-S925-CHAIN-001-030-500","16/02/2021 19:53:07","1"
"AMAZON FBA","Amazon UK","14.79","BIA-GP-CHAIN-004-040-600","12/02/2021 21:26:24","1"
"AMAZON FBA","Amazon UK","15.59","BIA-S925-CHAIN-031-230-450","19/02/2021 20:06:30","1"
"AMAZON FBA","Amazon US","16.55","BIA-S925-CHAIN-041-220-220-250","10/02/2021 02:18:41","1"
"AMAZON FBA","Amazon UK","10.49","BIA-S925-CHAIN-001-030-500","17/02/2021 23:24:21","1"
"AMAZON FBA","Amazon CA","30.19","BIA-S925-CHAIN-029-500-COL-190","11/02/2021 21:17:24","1"
"EBAY","EBAY1","9.99","BIA-S925-CHAIN-008-060-180","01/02/2021 14:42:40","1"
"AMAZON FBA","Amazon ES","12.69","BIA-S925-CHAIN-001-030-500","11/02/2021 01:05:00","1"
"AMAZON FBA","Amazon ES","17.29","BIA-GP-CHAIN-012-100-500","04/02/2021 11:27:13","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","11/02/2021 14:15:02","1"
"AMAZON FBA","Amazon CA","25.09","BIA-S925-CHAIN-031-230-450","05/02/2021 23:04:14","1"
"AMAZON","Amazon UK","16.19","BIA-GP-CHAIN-012-100-600","16/02/2021 14:49:12","1"
"AMAZON FBA","Amazon UK","18.89","BIA-GP-CHAIN-045-140-250","20/02/2021 03:03:13","1"
"AMAZON FBA","Amazon FR","15.69","BIA-S925-CHAIN-001-040-450","08/02/2021 03:06:58","1"
"AMAZON FBA","Amazon UK","12.8","S925-BC-1764-PEN-3H","11/02/2021 20:25:15","1"
"AMAZON FBA","Amazon CA","25.59","BIA-S925-CHAIN-041-220-220-250","14/02/2021 22:53:22","1"
"AMAZON FBA","Amazon US","15.89","BIA-S925-CHAIN-031-230-450","13/02/2021 09:26:51","1"
"AMAZON FBA","Amazon IT","21.19","S925-WHI-RIN-CEL-002","08/02/2021 12:07:16","1"
"AMAZON","Amazon UK","14.09","BIA-S925-CHAIN-015-120-700","17/02/2021 14:48:27","1"
"AMAZON FBA","Amazon UK","14.49","MS-S925-LOC-001","22/02/2021 22:36:55","1"
"AMAZON","Amazon UK","18.89","BIA-ROSE-CHAIN-024-140-450","26/02/2021 14:54:19","1"
"AMAZON FBA","Amazon CA","30.39","BIA-S925-CHAIN-043-200-450","19/02/2021 04:04:33","1"
"AMAZON FBA","Amazon US","23.55","BIA-GP-CHAIN-020-200-450","04/02/2021 10:23:23","1"
"SHOPIFY","ShopifyUK","8.69","S925-WHI-RIN-GEM-001-K","19/02/2021 14:54:27","1"
"AMAZON FBA","Amazon US","17.22","BIA-S925-CHAIN-031-230-500","28/02/2021 22:55:39","1"
"AMAZON","Amazon UK","9.99","BIA-S925-CHAIN-001-035-360","05/02/2021 14:57:37","1"
"AMAZON FBA","Amazon UK","22.09","BIA-S925-CHAIN-043-200-550","21/02/2021 01:56:49","1"
"AMAZON FBA","Amazon CA","30.39","BIA-S925-CHAIN-043-200-450","28/02/2021 02:13:12","1"
"AMAZON","Amazon DE","13.18","MS-S925-LOC-001","12/02/2021 14:43:39","1"
"AMAZON FBA","Amazon CA","23.49","MS-S925-LOC-001","14/02/2021 08:28:01","1"
"AMAZON FBA","Amazon UK","14.49","MS-S925-LOC-001","14/02/2021 21:12:15","1"
"AMAZON FBA","Amazon US","14.93","BIA-S925-CHAIN-015-120-700","12/02/2021 03:35:47","1"
"AMAZON FBA","Amazon AU","12.09","BIA-S925-CHAIN-007-040-450","06/02/2021 16:02:30","1"
"AMAZON","Amazon DE","20.89","BIA-S925-CHAIN-029-500-COL-190","04/02/2021 14:53:38","1"
"AMAZON","Amazon DE","13.09","BIA-S925-CHAIN-015-120-500","03/02/2021 14:50:32","1"
"AMAZON FBA","Amazon UK","14.49","MS-S925-LOC-001","04/02/2021 23:13:37","1"
"AMAZON FBA","Amazon UK","22.09","BIA-S925-CHAIN-043-200-550","13/02/2021 22:41:35","1"
"AMAZON FBA","Amazon UK","3.99","","04/02/2021 01:22:02","1"
"AMAZON FBA","Amazon ES","62.59","BIA-GP-CHAIN-060-150-650","08/02/2021 11:13:48","1"
"AMAZON FBA","Amazon US","14.09","MS-S925-LOC-001","04/02/2021 21:28:14","1"
"AMAZON FBA","Amazon UK","16.89","S925-BC-4107-PIN-3H","10/02/2021 22:32:38","1"
"AMAZON FBA","Amazon US","15.29","BIA-S925-CHAIN-041-220-220-250","03/02/2021 16:30:18","1"
"AMAZON FBA","Amazon UK","12.09","BIA-S925-CHAIN-001-040-450","22/02/2021 15:54:01","1"
"AMAZON FBA","Amazon UK","15.99","BIA-S925-CHAIN-041-220-220-250","16/02/2021 14:34:08","1"
"AMAZON FBA","Amazon DE","11.19","BIA-S925-CHAIN-001-030-500","17/02/2021 10:15:10","1"
"AMAZON FBA","Amazon DE","19.09","BIA-ROSE-CHAIN-008-030-700","17/02/2021 20:05:34","1"
"AMAZON FBA","Amazon ES","3.99","","01/02/2021 02:43:17","1"
"AMAZON","Amazon UK","16.89","BIA-S925-CHAIN-024-140-500","22/02/2021 14:52:18","1"
"AMAZON FBA","Amazon DE","11.19","BIA-S925-CHAIN-001-030-500","16/02/2021 02:14:35","1"
"AMAZON FBA","Amazon US","16.63","BIA-S925-CHAIN-041-220-220-250","21/02/2021 04:46:43","1"
"AMAZON FBA","Amazon UK","9.19","S925-BC-0396-PEN-6G","15/02/2021 12:00:12","1"
"SHOPIFY","ShopifyUK","10.29","PAV-S925-HOOP-BALI-004-030","18/02/2021 14:50:11","1"
"AMAZON FBA","Amazon CA","48.49","S925-MUL-NEC-LAY-004-013-450","11/02/2021 10:08:22","1"
"AMAZON","Amazon JP","1194","BIA-S925-CHAIN-010-080-200","17/02/2021 14:48:26","1"
"AMAZON","Amazon CA","21.89","BIA-GP-CHAIN-004-040-500","08/02/2021 14:50:48","1"
"AMAZON","Amazon CA","45.59","BIA-S925-CHAIN-057-100-500","03/02/2021 14:50:37","1"
"AMAZON FBA","Amazon UK","15.69","BIA-ROSE-CHAIN-001-035-700","16/02/2021 20:02:39","1"
"AMAZON","Amazon DE","9.79","BIA-S925-HOOP-HIN-010","01/02/2021 14:43:14","1"
"AMAZON FBA","Amazon FR","15.29","BIA-S925-CHAIN-041-220-180","09/02/2021 03:10:30","1"
"AMAZON FBA","Amazon UK","10.19","BIA-S925-CHAIN-001-030-450","04/02/2021 21:35:34","1"
"AMAZON FBA","Amazon CA","17.19","BIA-S925-CHAIN-001-030-450","16/02/2021 17:55:06","1"
"AMAZON FBA","Amazon UK","9.99","BIA-S925-HOOP-HIN-010","19/02/2021 16:05:30","1"
