source,subsource,Unit_Total_Cost,ItemNumber,dprocessedon,Total
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-006-035-450,13/04/2022 01:04,2
AMAZON FBA,Amazon UK,34.99,BIA-S925-CHAIN-056-100-700,01/04/2022 18:56,1
AMAZON FBA,Transter AMA US,13.27,BIA-S925-CHAIN-041-220-200,09/04/2022 15:28,1
AMAZON FBA,Amazon IT,16.99,S925-YEL-BRA-CHA-042-180,23/04/2022 00:21,1
AMAZON FBA,Amazon DE,14.11,BIA-S925-CHAIN-006-035-500,12/04/2022 01:59,1
AMAZON FBA,Transter AMA CA,33.11,BIA-S925-CHAIN-051-250-450,17/04/2022 22:26,1
AMAZON,Amazon ES,20.99,BIA-S925-CHAIN-029-500-190,26/04/2022 13:39,1
AMAZON FBA,Transter AMA CA,20.78,BIA-S925-CHAIN-001-030-600,01/04/2022 00:42,1
AMAZON FBA,Amazon UK,10.99,PAV-S925-EAR-CRAW-004,13/04/2022 02:14,1
AMAZON FBA,Amazon DE,19.99,BIA-ROSE-CHAIN-031-230-500,13/04/2022 01:28,1
AMAZON FBA,Amazon UK,17.99,BIA-ROSE-CHAIN-031-230-500,10/04/2022 00:34,1
AMAZON FBA,Transter AMA US,18.48,BIA-S925-CHAIN-029-500-190,15/04/2022 06:44,1
AMAZON FBA,Amazon UK,10.99,BIA-GP-CHAIN-001-035-450,12/04/2022 14:24,1
AMAZON FBA,Amazon UK,13.99,BIA-S925-CHAIN-024-190-200,09/04/2022 12:33,1
AMAZON FBA,Amazon UK,12.99,BIA-S925-HOOP-HIN-020,26/04/2022 10:46,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,22/04/2022 12:26,1
AMAZON FBA,Amazon DE,12.99,BIA-S925-CHAIN-006-035-450,23/04/2022 00:45,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,10/04/2022 19:12,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-HOOP-002,14/04/2022 20:20,1
AMAZON FBA,Transter AMA CA,30.39,BIA-GP-CHAIN-019-110-250,08/04/2022 21:22,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-006-035-450,14/04/2022 16:56,1
AMAZON FBA,Transter AMA CA,20.78,S925-WHI-EAR-STUD-PERL-002-6to7,27/04/2022 21:42,1
AMAZON,Transter AMA CA,32.08,BIA-S925-CHAIN-029-500-190,25/04/2022 13:49,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-006-035-450,25/04/2022 02:15,1
AMAZON FBA,Amazon UK,12.99,BIA-S925-HOOP-HIN-020,15/04/2022 16:59,1
AMAZON FBA,Amazon DE,13.99,BIA-S925-CHAIN-031-230-360,05/04/2022 23:49,1
AMAZON FBA,Amazon ES,30.99,BIA-S925-CHAIN-016-350-450,28/04/2022 00:32,1
AMAZON FBA,Transter AMA US,12.99,BIA-ROSE-CHAIN-001-035-500,23/04/2022 06:03,1
AMAZON FBA,Transter AMA AU,47.99,S925-WHI-NEC-CHA-024-047-450,29/04/2022 17:15,1
AMAZON FBA,Amazon FR,14.99,BIA-S925-CHAIN-015-120-450,04/04/2022 14:17,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-CHAIN-006-035-500,11/04/2022 20:37,1
AMAZON FBA,Transter AMA CA,44.8,S925-WHI-RIN-HAM-001-S,28/04/2022 05:52,1
AMAZON FBA,Amazon DE,43.99,S925-WHI-NEC-CHA-025-055-550,04/04/2022 14:27,1
AMAZON FBA,Transter AMA US,12.39,BIA-S925-CHAIN-045-140-190,28/04/2022 18:26,2
AMAZON FBA,Amazon UK,10.99,BIA-GP-CHAIN-001-035-450,04/04/2022 21:04,1
AMAZON FBA,Amazon ES,17.99,BIA-S925-HOOP-HIN-020,12/04/2022 02:07,1
AMAZON FBA,Amazon DE,13.99,BIA-ROSE-CHAIN-001-035-500,13/04/2022 02:30,1
AMAZON FBA,Transter AMA US,13.23,BIA-ROSE-CHAIN-001-035-450,16/04/2022 02:15,1
AMAZON FBA,Amazon FR,10.07,BIA-S925-CHAIN-001-030-600,01/04/2022 15:29,1
AMAZON FBA,Transter AMA US,13.9,BIA-ROSE-CHAIN-001-035-500,11/04/2022 15:20,1
AMAZON FBA,Amazon UK,14.99,BIA-S925-HOOP-003,10/04/2022 19:24,1
AMAZON FBA,Amazon DE,12.99,S925-YEL-BRA-CHA-042-180,04/04/2022 01:09,1
AMAZON FBA,Transter AMA US,13.77,BIA-ROSE-CHAIN-001-035-500,24/04/2022 02:10,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-041-220-200,10/04/2022 02:20,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,11/04/2022 11:23,1
AMAZON FBA,Transter AMA US,12.29,BIA-S925-CHAIN-015-120-450,03/04/2022 14:46,1
AMAZON FBA,Amazon IT,17.49,BIA-ROSE-CHAIN-001-035-450,04/04/2022 18:46,1
AMAZON FBA,Transter AMA US,14.73,BIA-S925-HOOP-002,19/04/2022 13:06,2
AMAZON FBA,Amazon ES,19.49,PAV-S925-HOOP-BALI-002-020,20/04/2022 01:55,1
AMAZON FBA,Transter AMA CA,22.07,BIA-S925-CHAIN-004-040-450,15/04/2022 15:23,1
AMAZON FBA,Amazon UK,17.99,BIA-ROSE-CHAIN-024-140-500,04/04/2022 00:22,1
AMAZON FBA,Amazon ES,9.99,BIA-S925-CHAIN-001-030-600,04/04/2022 01:46,1
AMAZON FBA,Amazon UK,10.99,S925-BC-0396-PEN-3H,06/04/2022 12:21,1
AMAZON FBA,Amazon UK,9.99,S925-WHI-RIN-TOE-005,09/04/2022 03:18,1
AMAZON FBA,Amazon UK,29.99,BIA-S925-CHAIN-029-500-450,26/04/2022 16:59,1
AMAZON FBA,Amazon UK,67.99,S925-WHI-NEC-CHA-025-077-550,19/04/2022 23:19,1
AMAZON FBA,Amazon FR,9.99,BIA-S925-CHAIN-001-030-600,06/04/2022 17:44,1
AMAZON FBA,Amazon UK,62.32,S925-WHI-NEC-CHA-025-077-500,10/04/2022 22:12,1
AMAZON FBA,Amazon FR,17.99,BIA-S925-CHAIN-012-100-600,06/04/2022 00:13,1
AMAZON FBA,Transter AMA CA,30.34,S925-WHI-RIN-GEM-001-J,03/04/2022 10:56,1
AMAZON FBA,Amazon DE,13.99,BIA-S925-CHAIN-006-035-500,28/04/2022 19:52,1
AMAZON FBA,Amazon DE,15.12,S925-WHI-EAR-STUD-SWA-006-296,20/04/2022 14:39,1
AMAZON FBA,Amazon FR,9.99,BIA-S925-CHAIN-001-030-600,28/04/2022 10:33,1
AMAZON FBA,Transter AMA US,13.1,BIA-ROSE-CHAIN-001-035-450,21/04/2022 02:35,1
AMAZON FBA,Amazon DE,34.35,S925-YEL-NEC-CHA-028-045-410,21/04/2022 17:18,1
AMAZON FBA,Transter AMA US,31.6,BIA-GP-CHAIN-020-200-700,02/04/2022 08:35,1
AMAZON FBA,Amazon ES,34.55,S925-WHI-RIN-HAM-001-R,21/04/2022 15:29,1
AMAZON FBA,Amazon DE,13.99,BIA-ROSE-CHAIN-001-035-500,10/04/2022 18:56,1
AMAZON,Amazon DE,13.99,S925-BC-5940-EAR-6G,04/04/2022 13:41,1
AMAZON FBA,Amazon DE,12.99,BIA-S925-CHAIN-008-035-360,07/04/2022 02:36,1
AMAZON FBA,Transter AMA CA,21.14,BIA-S925-CHAIN-001-030-600,30/04/2022 01:26,1
AMAZON FBA,Amazon DE,12.99,BIA-S925-CHAIN-006-035-450,25/04/2022 02:15,1
AMAZON FBA,Transter AMA CA,26.32,BIA-S925-CHAIN-012-100-600,19/04/2022 19:31,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-006-035-450,05/04/2022 21:44,1
AMAZON FBA,Amazon UK,14.99,BIA-S925-HOOP-003,15/04/2022 17:28,1
EBAY,EBAY1,9.09,BIA-S925-CHAIN-006-035-450,14/04/2022 13:48,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-HOOP-002,18/04/2022 17:45,1
AMAZON FBA,Transter AMA US,16.9,BIA-S925-HOOP-003,27/04/2022 20:23,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,07/04/2022 02:11,1
AMAZON FBA,Amazon DE,11.99,BIA-S925-CHAIN-015-120-450,11/04/2022 06:33,1
AMAZON FBA,Transter AMA US,13.04,BIA-S925-CHAIN-041-220-200,29/04/2022 14:28,1
AMAZON FBA,Amazon UK,13.99,BIA-S925-CHAIN-024-190-200,14/04/2022 23:49,1
AMAZON FBA,Transter AMA CA,24.85,S925-WHI-EAR-STUD-SWA-006-266,14/04/2022 02:31,1
AMAZON,Transter AMA US,14.65,BIA-S925-CHAIN-006-035-500,11/04/2022 13:49,1
AMAZON FBA,Amazon DE,10.07,BIA-S925-CHAIN-001-030-600,10/04/2022 19:32,1
AMAZON FBA,Amazon DE,12.99,BIA-ROSE-CHAIN-001-035-450,05/04/2022 07:25,1
AMAZON FBA,Transter AMA US,12.18,BIA-S925-CHAIN-019-110-200,11/04/2022 02:30,1
AMAZON FBA,Amazon UK,10.99,BIA-ROSE-CHAIN-001-035-450,11/04/2022 23:32,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,25/04/2022 03:01,1
AMAZON FBA,Amazon FR,16.49,BIA-S925-CHAIN-006-035-450,02/04/2022 13:17,1
AMAZON FBA,Transter AMA US,17.22,BIA-GP-CHAIN-019-110-250,30/04/2022 04:17,1
AMAZON FBA,Transter AMA US,14.37,BIA-GP-CHAIN-015-120-450,16/04/2022 16:13,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,09/04/2022 00:33,1
AMAZON FBA,Amazon UK,11.27,BIA-S925-CHAIN-006-035-450,14/04/2022 22:55,1
AMAZON FBA,Amazon DE,13.99,BIA-S925-CHAIN-006-035-500,07/04/2022 13:59,1
AMAZON FBA,Amazon UK,11.27,BIA-GP-CHAIN-001-035-450,09/04/2022 23:16,1
AMAZON FBA,Amazon ES,9.99,BIA-S925-CHAIN-001-030-600,20/04/2022 16:49,1
AMAZON FBA,Transter AMA CA,17.73,BIA-S925-CHAIN-052-040-200,18/04/2022 23:27,1
AMAZON,Amazon ES,9.99,BIA-S925-CHAIN-052-040-200,29/04/2022 13:43,1
AMAZON,Amazon UK,19.99,BIA-S925-CHAIN-051-250-600,20/04/2022 13:44,1
AMAZON FBA,Amazon DE,13.1,BIA-GP-CHAIN-001-035-450,29/04/2022 21:50,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,10/04/2022 20:04,1
EBAY,EBAY1,10.09,BIA-S925-CHAIN-012-100-600,04/04/2022 13:41,1
AMAZON FBA,Transter AMA CA,19.09,BIA-S925-CHAIN-052-040-200,06/04/2022 21:55,1
AMAZON FBA,Transter AMA CA,22.87,BIA-S925-CHAIN-004-040-450,30/04/2022 05:01,1
AMAZON FBA,Amazon UK,11.99,S925-BC-5940-EAR-6G,18/04/2022 19:29,1
AMAZON FBA,Transter AMA US,13.68,BIA-GP-CHAIN-015-120-450,14/04/2022 06:32,1
AMAZON FBA,Amazon DE,17.99,S925-WHI-RIN-GEM-001-J,06/04/2022 11:54,1
AMAZON FBA,Transter AMA US,13.7,BIA-ROSE-CHAIN-001-035-500,10/04/2022 04:12,1
AMAZON FBA,Amazon UK,9.99,S925-WHI-EAR-STUD-PERL-002-6to7,28/04/2022 19:28,1
AMAZON FBA,Amazon UK,9.99,S925-WHI-RIN-TOE-005,29/04/2022 01:50,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-006-035-450,21/04/2022 02:44,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-CHAIN-006-035-500,07/04/2022 17:02,1
AMAZON FBA,Amazon DE,15.99,BIA-S925-CHAIN-008-060-200,26/04/2022 11:22,1
AMAZON FBA,Transter AMA US,17.51,BIA-S925-CHAIN-015-120-900,10/04/2022 23:36,1
AMAZON FBA,Amazon UK,14.99,BIA-S925-HOOP-003,01/04/2022 03:18,1
AMAZON FBA,Transter AMA CA,26.53,PAV-S925-EAR-CRAW-001,30/04/2022 01:27,1
AMAZON FBA,Transter AMA US,13.1,BIA-ROSE-CHAIN-001-035-450,21/04/2022 20:31,1
AMAZON,Transter AMA US,61.3,BIA-BRP-CHAIN-059-050-500,28/04/2022 13:34,1
AMAZON FBA,Amazon UK,11.99,S925-WHI-EAR-STUD-022,09/04/2022 17:43,1
AMAZON FBA,Transter AMA CA,40.23,BIA-S925-CHAIN-041-220-600,06/04/2022 18:48,1
AMAZON FBA,Amazon DE,70.92,G9K-YEL-PEN-HART-001,12/04/2022 23:58,1
AMAZON FBA,Amazon FR,13.99,BIA-S925-CHAIN-019-110-180,16/04/2022 17:15,1
AMAZON FBA,Transter AMA US,31.38,BIA-GP-CHAIN-020-200-700,14/04/2022 13:20,1
AMAZON FBA,Transter AMA US,13.03,BIA-ROSE-CHAIN-001-035-450,26/04/2022 20:16,1
AMAZON FBA,Amazon ES,34.99,CS-9K-HOOP-010,29/04/2022 09:02,1
AMAZON FBA,Transter AMA CA,22.98,S925-YEL-BRA-CHA-042-190,18/04/2022 22:44,1
AMAZON FBA,Amazon FR,17.99,BIA-S925-CHAIN-012-100-600,03/04/2022 14:07,1
AMAZON FBA,Amazon IT,22.99,BIA-GP-CHAIN-041-220-250,04/04/2022 00:44,1
AMAZON FBA,Amazon DE,16.99,BIA-GP-CHAIN-019-110-250,12/04/2022 03:17,2
AMAZON FBA,Transter AMA US,10.83,BIA-S925-CHAIN-052-040-200,22/04/2022 20:48,1
EBAY,EBAY1,11.99,BIA-S925-CHAIN-005-060-190,04/04/2022 13:41,1
AMAZON FBA,Amazon IT,20.99,PAV-S925-HOOP-BALI-002-020,08/04/2022 21:27,1
AMAZON FBA,Amazon ES,19.49,PAV-S925-HOOP-BALI-002-020,10/04/2022 22:53,1
AMAZON FBA,Transter AMA US,12.39,BIA-S925-CHAIN-045-140-190,09/04/2022 13:33,1
AMAZON FBA,Transter AMA US,21.24,S925-WHI-EAR-DROP-021,02/04/2022 15:56,1
AMAZON FBA,Transter AMA CA,18.92,BIA-S925-CHAIN-052-040-200,26/04/2022 18:06,1
AMAZON FBA,Amazon ES,24.99,BIA-S925-CHAIN-024-140-600,26/04/2022 20:35,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-HOOP-002,28/04/2022 12:16,1
AMAZON FBA,Amazon ES,15.99,BIA-ROSE-CHAIN-001-035-450,29/04/2022 16:12,1
AMAZON FBA,Amazon DE,13.99,BIA-S925-CHAIN-006-035-500,08/04/2022 01:15,1
AMAZON FBA,Amazon UK,13.99,BIA-S925-CHAIN-024-190-200,05/04/2022 03:55,1
AMAZON,Amazon UK,11.99,BIA-S925-CHAIN-006-035-500,05/04/2022 13:40,1
AMAZON FBA,Amazon DE,17.99,S925-WHI-EAR-STUD-039,12/04/2022 01:22,1
AMAZON FBA,Transter AMA CA,36.6,GS-GP-PEN-COIN-001,16/04/2022 09:15,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,07/04/2022 02:51,2
AMAZON FBA,Amazon ES,31.64,TIE-S925-BRA-027,12/04/2022 20:12,1
AMAZON FBA,Transter AMA US,13.3,BIA-ROSE-CHAIN-001-035-450,21/04/2022 14:29,1
AMAZON FBA,Transter AMA US,26.49,S925-WHI-RIN-HAM-001-S,28/04/2022 16:41,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-CHAIN-006-035-500,17/04/2022 23:09,1
AMAZON FBA,Amazon IT,34.99,CS-9K-HOOP-010,19/04/2022 20:07,1
AMAZON FBA,Transter AMA CA,29.93,BIA-S925-HOOP-003,02/04/2022 07:14,1
AMAZON FBA,Amazon ES,9.99,BIA-S925-CHAIN-001-030-600,13/04/2022 15:45,1
AMAZON FBA,Transter AMA CA,19.09,BIA-S925-CHAIN-052-040-200,26/04/2022 03:24,1
AMAZON FBA,Amazon UK,9.99,BIA-S925-CHAIN-015-120-450,19/04/2022 12:20,1
AMAZON FBA,Amazon IT,18.99,S925-WHI-EAR-STUD-SWA-006-296,05/04/2022 12:38,1
AMAZON FBA,Amazon DE,14.99,BIA-S925-HOOP-HIN-020,12/04/2022 23:47,1
AMAZON FBA,Transter AMA US,12.5,S925-WHI-RIN-TOE-005,17/04/2022 02:11,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-600,26/04/2022 23:53,1
AMAZON FBA,Amazon UK,19.99,BIA-S925-CHAIN-029-500-190,02/04/2022 23:15,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,01/04/2022 14:27,1
AMAZON FBA,Amazon ES,18.49,S925-WHI-EAR-HOOP-010-020,14/04/2022 22:17,1
AMAZON FBA,Amazon DE,18.99,BIA-S925-CHAIN-031-230-600,25/04/2022 00:12,1
AMAZON FBA,Amazon ES,16.99,BIA-S925-CHAIN-010-080-200,22/04/2022 13:56,1
AMAZON FBA,Transter AMA CA,64.7,BIA-S925-CHAIN-057-100-500,09/04/2022 19:54,1
AMAZON FBA,Transter AMA CA,17.73,BIA-S925-HOOP-HIN-010,12/04/2022 10:23,1
AMAZON FBA,Amazon FR,16.99,BIA-S925-CHAIN-010-080-200,14/04/2022 22:19,1
AMAZON FBA,Amazon UK,16.99,TIE-S925-ANK-020,04/04/2022 19:57,1
AMAZON FBA,Amazon UK,14.99,BIA-S925-CHAIN-016-350-200,14/04/2022 17:33,1
AMAZON FBA,Amazon UK,14.99,BIA-S925-CHAIN-016-350-200,08/04/2022 02:47,1
AMAZON FBA,Amazon DE,11.99,BIA-S925-CHAIN-001-035-500,08/04/2022 16:27,1
AMAZON FBA,Amazon DE,10.99,BIA-S925-CHAIN-015-120-360,26/04/2022 20:11,1
AMAZON FBA,Amazon DE,9.99,BIA-S925-HOOP-HIN-010,11/04/2022 08:27,2
AMAZON FBA,Amazon FR,9.99,BIA-S925-CHAIN-001-030-450,17/04/2022 13:24,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-020-200-180,09/04/2022 19:20,1
AMAZON FBA,Transter AMA CA,22.41,BIA-S925-CHAIN-041-220-180,13/04/2022 01:29,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,16/04/2022 15:27,1
AMAZON FBA,Amazon ES,9.99,BIA-S925-CHAIN-001-030-450,26/04/2022 18:17,1
AMAZON FBA,Amazon DE,16.99,BIA-S925-CHAIN-045-140-220-250,22/04/2022 11:22,1
AMAZON,Transter AMA CA,22.02,BIA-S925-CHAIN-041-220-180,04/04/2022 13:41,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,20/04/2022 13:16,1
AMAZON FBA,Transter AMA CA,22.93,BIA-S925-CHAIN-012-100-450,08/04/2022 22:12,1
AMAZON FBA,Amazon DE,11.99,BIA-S925-CHAIN-001-035-500,12/04/2022 21:37,1
AMAZON FBA,Amazon UK,13.99,S925-WHI-EAR-HOOP-010-020,02/04/2022 20:21,1
AMAZON FBA,Transter AMA CA,23.72,MS-S925-TOE-004,29/04/2022 18:34,1
AMAZON FBA,Amazon UK,13.99,GS-S925-NEC-CRY-002,01/04/2022 16:58,1
AMAZON FBA,Amazon IT,15.49,BIA-S925-CHAIN-001-040-220-250,28/04/2022 19:58,1
AMAZON FBA,Transter AMA CA,19.09,BIA-S925-HOOP-HIN-010,05/04/2022 05:59,1
AMAZON FBA,Amazon UK,25.99,S925-YEL-NEC-CHA-027-028-450,22/04/2022 00:45,1
AMAZON FBA,Amazon DE,9.99,BIA-S925-CHAIN-001-030-450,03/04/2022 01:47,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-CHAIN-001-040-500,20/04/2022 00:57,1
AMAZON FBA,Amazon FR,9.99,BIA-S925-CHAIN-001-030-450,30/04/2022 10:39,1
AMAZON FBA,Amazon IT,9.99,BIA-S925-CHAIN-001-030-450,14/04/2022 03:27,1
AMAZON,Transter AMA CA,31.18,TIE-S925-BRA-023,15/04/2022 13:48,1
AMAZON FBA,Amazon UK,11.99,BIA-GP-CHAIN-004-040-500,11/04/2022 22:54,1
AMAZON,Amazon DE,26.99,GS-S925-HOOP-055,05/04/2022 13:40,1
AMAZON FBA,Transter AMA CA,28.39,S925-WHI-EAR-HOOP-010-020,04/04/2022 02:17,1
AMAZON FBA,Amazon IT,27.99,S925-YEL-PEN-COIN-HAM-001,20/04/2022 16:24,1
AMAZON FBA,Amazon FR,15.99,BIA-S925-CHAIN-012-100-450,30/04/2022 10:16,1
AMAZON FBA,Amazon ES,15.49,BIA-S925-CHAIN-012-100-450,24/04/2022 12:29,1
AMAZON FBA,Amazon IT,9.99,BIA-S925-CHAIN-001-030-450,25/04/2022 00:33,1
AMAZON FBA,Transter AMA US,11.44,MS-S925-TOE-001,30/04/2022 20:32,1
AMAZON FBA,Transter AMA AU,15.99,BIA-S925-CHAIN-001-040-220-250,07/04/2022 07:51,1
AMAZON FBA,Amazon FR,9.99,BIA-S925-CHAIN-001-030-450,20/04/2022 13:30,1
AMAZON FBA,Amazon DE,9.99,BIA-S925-CHAIN-001-030-450,28/04/2022 19:43,1
AMAZON FBA,Amazon DE,9.99,BIA-S925-HOOP-HIN-010,03/04/2022 06:50,1
AMAZON FBA,Amazon FR,32.99,BIA-S925-CHAIN-013-075-200,10/04/2022 18:21,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-HOOP-HIN-010,14/04/2022 02:49,1
AMAZON FBA,Transter AMA US,12.7,BIA-S925-CHAIN-041-220-180,02/04/2022 13:41,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,12/04/2022 12:40,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-012-100-450,07/04/2022 04:06,1
AMAZON FBA,Amazon UK,10.99,BIA-S925-CHAIN-020-200-180,20/04/2022 02:08,1
AMAZON FBA,Transter AMA AU,15.99,BIA-S925-CHAIN-012-100-360,09/04/2022 17:08,1
AMAZON FBA,Amazon DE,10.99,BIA-S925-CHAIN-001-035-450,12/04/2022 06:04,1
AMAZON FBA,Transter AMA CA,22.75,S925-WHI-EAR-STUD-016,12/04/2022 18:14,1
AMAZON FBA,Transter AMA US,12.4,BIA-S925-CHAIN-041-220-180,12/04/2022 14:23,1
AMAZON,Transter AMA CA,32.87,GS-S925-PEN-COIN-001,22/04/2022 13:47,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,27/04/2022 15:27,1
AMAZON FBA,Amazon DE,10.99,MS-S925-TOE-001,10/04/2022 21:11,1
AMAZON FBA,Amazon UK,10.99,MS-S925-TOE-004,21/04/2022 20:18,1
AMAZON FBA,Amazon NL,29.99,S925-BC-4016-PIN-3H,08/04/2022 14:39,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-031-230-200,06/04/2022 14:26,1
AMAZON FBA,Amazon ES,18.99,S925-WHI-EAR-HOOP-020-012,03/04/2022 00:25,1
AMAZON FBA,Amazon FR,23.49,BIA-S925-CHAIN-031-230-600,07/04/2022 18:44,1
AMAZON FBA,Amazon UK,14.99,BIA-S925-CHAIN-016-350-200,24/04/2022 00:55,1
AMAZON FBA,Transter AMA US,13.81,BIA-S925-CHAIN-001-040-500,04/04/2022 17:50,1
AMAZON FBA,Amazon UK,18.99,BIA-S925-CHAIN-022-150-600,03/04/2022 21:18,1
AMAZON FBA,Amazon UK,12.99,GS-S925-CHAIN-SLI-001-030,04/04/2022 23:28,1
AMAZON FBA,Transter AMA US,11.86,BIA-S925-CHAIN-001-040-220-250,12/04/2022 13:29,1
AMAZON FBA,Amazon IT,17.99,BIA-GP-CHAIN-004-040-450,07/04/2022 07:18,1
AMAZON FBA,Amazon UK,9.99,BIA-S925-CHAIN-041-220-180,30/04/2022 16:14,1
AMAZON FBA,Amazon FR,14.99,BIA-S925-CHAIN-041-220-180,09/04/2022 07:50,1
AMAZON FBA,Amazon DE,29.99,S925-YEL-EAR-DROP-021,03/04/2022 21:32,1
AMAZON FBA,Amazon UK,14.99,BIA-S925-CHAIN-045-140-220-250,17/04/2022 23:13,1
AMAZON FBA,Amazon FR,20.49,BIA-ROSE-CHAIN-001-035-700,25/04/2022 18:32,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,11/04/2022 20:24,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,24/04/2022 22:17,1
AMAZON FBA,Amazon DE,17.99,BIA-GP-CHAIN-008-030-700,01/04/2022 23:20,1
AMAZON FBA,Transter AMA CA,25.41,S925-BC-5940-EAR-3H,13/04/2022 04:54,1
AMAZON FBA,Amazon IT,9.99,BIA-S925-CHAIN-001-030-450,01/04/2022 19:52,1
AMAZON FBA,Transter AMA CA,31.15,S925-WHI-RIN-GEM-001-L,10/04/2022 20:47,1
AMAZON FBA,Amazon ES,18.99,GS-S925-CHAIN-SLI-001-030,25/04/2022 19:54,1
EBAY,EBAY1,9.39,BIA-GP-CHAIN-004-040-500,04/04/2022 13:41,1
AMAZON FBA,Amazon DE,12.99,BIA-S925-CHAIN-012-100-450,13/04/2022 19:37,1
AMAZON FBA,Amazon UK,32.99,BIA-S925-CHAIN-057-100-500,07/04/2022 17:01,1
AMAZON FBA,Amazon IT,21.49,BIA-S925-CHAIN-045-140-220-250,19/04/2022 14:06,1
AMAZON,Amazon FR,16.99,BIA-S925-CHAIN-001-040-500,18/04/2022 10:46,1
AMAZON FBA,Amazon DE,10.99,BIA-S925-CHAIN-001-035-450,19/04/2022 06:10,1
AMAZON FBA,Transter AMA US,13.98,BIA-S925-CHAIN-010-080-200,04/04/2022 19:50,1
AMAZON FBA,Amazon ES,9.99,BIA-S925-HOOP-HIN-010,01/04/2022 02:17,1
AMAZON FBA,Transter AMA US,32.46,S925-WHI-NEC-CHA-029-036-450,14/04/2022 14:18,1
AMAZON FBA,Transter AMA CA,31.15,S925-WHI-RIN-GEM-001-M,20/04/2022 07:20,1
AMAZON FBA,Amazon DE,44.99,S925-YEL-NEC-CHA-028-045-500,22/04/2022 23:15,1
AMAZON FBA,Transter AMA US,12.54,BIA-S925-CHAIN-041-220-180,27/04/2022 13:42,1
AMAZON,Transter AMA US,13.77,S925-BC-5940-EAR-3H,04/04/2022 13:41,1
AMAZON FBA,Amazon DE,11.09,BIA-S925-CHAIN-001-035-450,15/04/2022 17:23,1
AMAZON FBA,Amazon UK,9.99,S925-BLA-NEC-CHA-001-013-500,08/04/2022 04:13,1
AMAZON FBA,Amazon UK,11.99,BIA-S925-CHAIN-001-040-500,06/04/2022 00:53,1
AMAZON FBA,Amazon UK,9.99,BIA-S925-CHAIN-001-040-220-250,15/04/2022 02:25,1
AMAZON FBA,Amazon DE,39.51,S925-WHI-NEC-CHA-029-036-450,12/04/2022 18:01,1
AMAZON FBA,Transter AMA US,16.12,S925-WHI-EAR-HOOP-020-012,08/04/2022 15:53,1
AMAZON FBA,Amazon UK,8.99,BIA-S925-CHAIN-001-030-450,28/04/2022 18:19,1
AMAZON FBA,Amazon DE,9.99,BIA-S925-HOOP-HIN-010,07/04/2022 08:16,1
AMAZON FBA,Amazon DE,9.99,BIA-S925-HOOP-HIN-010,23/04/2022 17:52,1
AMAZON FBA,Amazon ES,14.99,BIA-S925-CHAIN-020-200-180,18/04/2022 16:52,1
AMAZON FBA,Amazon IT,20.99,S925-YEL-EAR-STUD-022,19/04/2022 22:11,1
AMAZON FBA,Amazon IT,15.49,BIA-S925-CHAIN-001-040-220-250,05/04/2022 07:31,1
AMAZON FBA,Amazon DE,16.99,BIA-S925-CHAIN-045-140-220-250,19/04/2022 00:36,1
